address,number,street,unit,city,state,zip,latitude,longitude,residential_proof,nearest_parcel_land_use,distance_m,parcel_id
"622 LITTLE BROOK WAY, Columbus, OH, 43232",622,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5970 LITTLE BROOK WAY, Columbus, OH, 43232",5970,LITTLE BROOK WAY,,Columbus,OH,43232,39.9446387,-82.8399829,nearest parcel (within 7m) LANDUSE 510,510,7.2,010-180579
"1854 MISTY WAY, Columbus, OH, 43232",1854,MISTY WAY,,Columbus,OH,43232,39.9434034,-82.8386261,nearest parcel (within 1m) LANDUSE 550,550,1.1,550-196837
"2986 REMINGTON RIDGE RD, Columbus, OH, 43232",2986,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9126669,-82.9016504,nearest parcel (within 4m) LANDUSE 510,510,3.6,530-238487
"2398 MALKA CT, Columbus, OH, 43232",2398,MALKA CT,,Columbus,OH,43232,39.9231022,-82.8983485,nearest parcel (within 21m) LANDUSE 510,510,20.9,010-149956
"1622 NOE-BIXBY RD A, Columbus, OH, 43232",1622,NOE-BIXBY RD,A,Columbus,OH,43232,39.9442326,-82.8532721,nearest parcel (within 34m) LANDUSE 550,550,34.5,010-181628
"1581 LONSDALE RD, Columbus, OH, 43232",1581,LONSDALE RD,,Columbus,OH,43232,39.9455131,-82.8499229,nearest parcel (within 18m) LANDUSE 510,510,17.6,010-127169
"2510 KIMBERLY PKWY E UNIT 204, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 204,Columbus,OH,43232,39.9224638,-82.8845456,nearest parcel (within 36m) LANDUSE 552,552,35.7,010-191613
"5582 SARANAC DR, Columbus, OH, 43232",5582,SARANAC DR,,Columbus,OH,43232,39.9413727,-82.8372534,nearest parcel (within 10m) LANDUSE 520,520,10.5,010-139357
"4788 ROLLINGBROOK LN B, Columbus, OH, 43232",4788,ROLLINGBROOK LN,B,Columbus,OH,43232,39.9229963,-82.8636726,nearest parcel (within 50m) LANDUSE 510,510,50.1,010-133215
"3268 MERIDIAN RD, Columbus, OH, 43232",3268,MERIDIAN RD,,Columbus,OH,43232,39.9264598,-82.9055678,nearest parcel (within 45m) LANDUSE 510,510,45.0,010-138436
"1610 NOE-BIXBY RD C, Columbus, OH, 43232",1610,NOE-BIXBY RD,C,Columbus,OH,43232,39.9444299,-82.8532625,nearest parcel (within 29m) LANDUSE 550,550,28.7,010-181628
"2709 NATALIA DR, Columbus, OH, 43232",2709,NATALIA DR,,Columbus,OH,43232,39.9179648,-82.8885861,nearest parcel (within 29m) LANDUSE 510,510,28.7,010-282652
"2401 KIMBERLY PKWY N, Columbus, OH, 43232",2401,KIMBERLY PKWY N,,Columbus,OH,43232,39.9251331,-82.8888247,nearest parcel (within 58m) LANDUSE 520,520,57.8,010-182220
"5381 YORKSHIRE TERRACE DR 1B, Columbus, OH, 43232",5381,YORKSHIRE TERRACE DR,1B,Columbus,OH,43232,39.9446348,-82.8515191,nearest parcel (within 53m) LANDUSE 550,550,52.8,010-145306
"5381 YORKSHIRE TERRACE DR 1C, Columbus, OH, 43232",5381,YORKSHIRE TERRACE DR,1C,Columbus,OH,43232,39.9446339,-82.8514913,nearest parcel (within 55m) LANDUSE 550,550,54.5,010-145306
"2510 KIMBERLY PKWY E 102, Columbus, OH, 43232",2510,KIMBERLY PKWY E,102,Columbus,OH,43232,39.9225143,-82.884635,nearest parcel (within 43m) LANDUSE 552,552,43.3,010-191615
"5453 LONSDALE PL S UNIT B, Columbus, OH, 43232",5453,LONSDALE PL S,UNIT B,Columbus,OH,43232,39.9415209,-82.8489043,nearest parcel (within 44m) LANDUSE 520,520,44.0,010-127447
"5523 CHATFORD DR, Columbus, OH, 43232",5523,CHATFORD DR,,Columbus,OH,43232,39.9351621,-82.8457084,nearest parcel (within 47m) LANDUSE 520,520,47.1,010-144763
"5529 CHATFORD DR, Columbus, OH, 43232",5529,CHATFORD DR,,Columbus,OH,43232,39.9350771,-82.8456028,nearest parcel (within 46m) LANDUSE 520,520,45.5,010-144762
"1747 SUNAPPLE WAY, Columbus, OH, 43232",1747,SUNAPPLE WAY,,Columbus,OH,43232,39.9449507,-82.8436982,nearest parcel (within 15m) LANDUSE 550,550,14.9,010-186887
"1808 MISTY WAY, Columbus, OH, 43232",1808,MISTY WAY,,Columbus,OH,43232,39.9437875,-82.8384628,nearest parcel (within 5m) LANDUSE 550,550,5.1,550-194244
"1554 BANDERA CT, Columbus, OH, 43232",1554,BANDERA CT,,Columbus,OH,43232,39.9463499,-82.8475337,nearest parcel (within 38m) LANDUSE 510,510,37.9,010-139094
"3309 BRANFORD, Columbus, OH, 43232",3309,BRANFORD,,Columbus,OH,43232,39.911371,-82.8458299,nearest parcel (within 7m) LANDUSE 510,510,7.3,010-264953
"2847 RAPHAEL DR CATV, Columbus, OH, 43232",2847,RAPHAEL DR,CATV,Columbus,OH,43232,39.9205123,-82.8448538,nearest parcel (within 7m) LANDUSE 510,510,6.8,010-226782
"5759 HALLRIDGE CIR, Columbus, OH, 43232",5759,HALLRIDGE CIR,,Columbus,OH,43232,39.9478726,-82.8442691,nearest parcel (within 13m) LANDUSE 550,550,13.4,010-183155
"1757 SUNAPPLE WAY, Columbus, OH, 43232",1757,SUNAPPLE WAY,,Columbus,OH,43232,39.9446816,-82.843704,nearest parcel (within 13m) LANDUSE 551,551,12.6,010-186891
"1766 SUNAPPLE WAY, Columbus, OH, 43232",1766,SUNAPPLE WAY,,Columbus,OH,43232,39.9443806,-82.8433673,nearest parcel (within 11m) LANDUSE 550,550,11.1,010-186846
"1728 SUNAPPLE WAY, Columbus, OH, 43232",1728,SUNAPPLE WAY,,Columbus,OH,43232,39.9453213,-82.8427371,nearest parcel (within 5m) LANDUSE 550,550,5.3,010-186861
"884 LITTLE BROOK WAY, Columbus, OH, 43232",884,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"168 LITTLE BROOK WAY, Columbus, OH, 43232",168,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5641 CHANTRY DR, Columbus, OH, 43232",5641,CHANTRY DR,,Columbus,OH,43232,39.922942,-82.8397429,nearest parcel (within 59m) LANDUSE 510,510,59.3,010-233580
"1833 MISTY WAY, Columbus, OH, 43232",1833,MISTY WAY,,Columbus,OH,43232,39.9432891,-82.839239,nearest parcel (within 5m) LANDUSE 550,550,4.6,550-191269
"1816 MISTY WAY, Columbus, OH, 43232",1816,MISTY WAY,,Columbus,OH,43232,39.9436742,-82.8387261,nearest parcel (within 5m) LANDUSE 550,550,5.2,550-194248
"4770 LARAINE CT 103, Columbus, OH, 43232",4770,LARAINE CT,103,Columbus,OH,43232,39.9206078,-82.8645714,nearest parcel (within 50m) LANDUSE 510,510,49.9,530-139772
"2170 NOE-BIXBY RD, Columbus, OH, 43232",2170,NOE-BIXBY RD,,Columbus,OH,43232,39.9325427,-82.8619058,nearest parcel (within 26m) LANDUSE 510,510,26.3,010-133267
"5046 COVENTRY CT N C, Columbus, OH, 43232",5046,COVENTRY CT N,C,Columbus,OH,43232,39.9390964,-82.8593476,nearest parcel (within 45m) LANDUSE 510,510,45.1,010-127362
"5056 COVENTRY CT N C, Columbus, OH, 43232",5056,COVENTRY CT N,C,Columbus,OH,43232,39.9389043,-82.8591947,nearest parcel (within 56m) LANDUSE 510,510,56.4,010-127364
"3462 COURTRIGHT LN, Columbus, OH, 43232",3462,COURTRIGHT LN,,Columbus,OH,43232,39.9258176,-82.8998899,nearest parcel (within 18m) LANDUSE 510,510,18.4,010-149643
"3517 PETZINGER RD, Columbus, OH, 43232",3517,PETZINGER RD,,Columbus,OH,43232,39.9269725,-82.8997837,nearest parcel (within 8m) LANDUSE 510,510,7.7,010-149593
"3503 PETZINGER RD, Columbus, OH, 43232",3503,PETZINGER RD,,Columbus,OH,43232,39.9272748,-82.8995807,nearest parcel (within 7m) LANDUSE 510,510,6.8,010-149574
"2703 NATALIA DR, Columbus, OH, 43232",2703,NATALIA DR,,Columbus,OH,43232,39.9181179,-82.8885717,nearest parcel (within 30m) LANDUSE 510,510,29.8,010-282653
"1575 ALLENFORD CT, Columbus, OH, 43232",1575,ALLENFORD CT,,Columbus,OH,43232,39.9458002,-82.8488381,nearest parcel (within 34m) LANDUSE 510,510,33.8,010-139099
"1563 ALLENFORD CT, Columbus, OH, 43232",1563,ALLENFORD CT,,Columbus,OH,43232,39.9457745,-82.8488194,nearest parcel (within 37m) LANDUSE 510,510,37.0,010-139099
"5791 LUCINDA CT, Columbus, OH, 43232",5791,LUCINDA CT,,Columbus,OH,43232,39.9465666,-82.8431106,nearest parcel (within 12m) LANDUSE 550,550,11.8,010-183209
"596 LITTLE BROOK WAY, Columbus, OH, 43232",596,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"438 LITTLE BROOK WAY, Columbus, OH, 43232",438,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5398 YORKSHIRE TERRACE DR A, Columbus, OH, 43232",5398,YORKSHIRE TERRACE DR,A,Columbus,OH,43232,39.94497,-82.8510595,nearest parcel (within 31m) LANDUSE 510,510,30.7,010-127164
"270 LITTLE BROOK WAY, Columbus, OH, 43232",270,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"160 LITTLE BROOK WAY, Columbus, OH, 43232",160,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"458 LITTLE BROOK WAY, Columbus, OH, 43232",458,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"436 LITTLE BROOK WAY, Columbus, OH, 43232",436,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3924 RIVERCREEK BAY WAY, Columbus, OH, 43232",3924,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247846,-82.892639,nearest parcel (within 34m) LANDUSE 510,510,34.0,010-172947
"3936 RIVERCREEK BAY WAY, Columbus, OH, 43232",3936,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247988,-82.892475,nearest parcel (within 27m) LANDUSE 510,510,27.1,010-172948
"3972 RIVERCREEK BAY WAY, Columbus, OH, 43232",3972,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.92476,-82.8917867,nearest parcel (within 28m) LANDUSE 510,510,28.1,010-182229
"2023 BAIRSFORD DR, Columbus, OH, 43232",2023,BAIRSFORD DR,,Columbus,OH,43232,39.936652,-82.8466187,nearest parcel (within 52m) LANDUSE 520,520,51.5,010-144800
"1599 HALLRIDGE RD, Columbus, OH, 43232",1599,HALLRIDGE RD,,Columbus,OH,43232,39.9462653,-82.8425824,nearest parcel (within 20m) LANDUSE 550,550,20.5,010-183226
"5838 HALLRIDGE CIR D, Columbus, OH, 43232",5838,HALLRIDGE CIR,D,Columbus,OH,43232,39.9476958,-82.8420321,nearest parcel (within 10m) LANDUSE 550,550,10.2,010-183246
"556 LITTLE BROOK WAY, Columbus, OH, 43232",556,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5084 KEELSON DR, Columbus, OH, 43232",5084,KEELSON DR,,Columbus,OH,43232,39.928077,-82.8574416,nearest parcel (within 4m) LANDUSE 510,510,3.8,010-132944
"5559 DEFOREST DR, Columbus, OH, 43232",5559,DEFOREST DR,,Columbus,OH,43232,39.9077871,-82.8521921,nearest parcel (within 5m) LANDUSE 510,510,5.1,010-246356
"5588 HIBERNIA DR A, Columbus, OH, 43232",5588,HIBERNIA DR,A,Columbus,OH,43232,39.9531945,-82.8509448,nearest parcel (within 43m) LANDUSE 511,511,43.0,010-129672
"2714 BRANDY DR 201, Columbus, OH, 43232",2714,BRANDY DR,201,Columbus,OH,43232,39.9216474,-82.8630621,nearest parcel (within 43m) LANDUSE 510,510,43.4,530-139705
"1574 LONSDALE RD, Columbus, OH, 43232",1574,LONSDALE RD,,Columbus,OH,43232,39.9456052,-82.8492668,nearest parcel (within 40m) LANDUSE 510,510,40.4,010-127170
"3027 ROTUNDA CT S, Columbus, OH, 43232",3027,ROTUNDA CT S,,Columbus,OH,43232,39.9256312,-82.9121259,nearest parcel (within 10m) LANDUSE 510,510,9.7,010-138250
"2738 BRANDY DR 201, Columbus, OH, 43232",2738,BRANDY DR,201,Columbus,OH,43232,39.9212277,-82.862928,nearest parcel (within 42m) LANDUSE 510,510,41.7,530-139736
"2738 BRANDY DR 204, Columbus, OH, 43232",2738,BRANDY DR,204,Columbus,OH,43232,39.921179,-82.8628684,nearest parcel (within 34m) LANDUSE 510,510,34.5,530-139736
"2941 THORNELL WAY, Columbus, OH, 43232",2941,THORNELL WAY,,Columbus,OH,43232,39.9187438,-82.8475101,nearest parcel (within 21m) LANDUSE 510,510,21.0,010-008973
"1903 BAIRSFORD DR, Columbus, OH, 43232",1903,BAIRSFORD DR,,Columbus,OH,43232,39.9392772,-82.8466237,nearest parcel (within 56m) LANDUSE 520,520,55.6,010-148339
"1809 BAIRSFORD DR, Columbus, OH, 43232",1809,BAIRSFORD DR,,Columbus,OH,43232,39.9412302,-82.8447317,nearest parcel (within 58m) LANDUSE 520,520,57.6,010-148349
"5790 HALLRIDGE CIR, Columbus, OH, 43232",5790,HALLRIDGE CIR,,Columbus,OH,43232,39.9481387,-82.8434037,nearest parcel (within 8m) LANDUSE 550,550,7.7,010-183208
"3057 ROTUNDA CT S, Columbus, OH, 43232",3057,ROTUNDA CT S,,Columbus,OH,43232,39.9255929,-82.9113312,nearest parcel (within 26m) LANDUSE 520,520,25.8,010-138207
"5796 HALLRIDGE CIR, Columbus, OH, 43232",5796,HALLRIDGE CIR,,Columbus,OH,43232,39.9481229,-82.8431789,nearest parcel (within 8m) LANDUSE 550,550,8.0,010-183216
"4820 NIELES EDGE DR, Columbus, OH, 43232",4820,NIELES EDGE DR,,Columbus,OH,43232,39.9125564,-82.866653,nearest parcel (within 10m) LANDUSE 510,510,9.7,010-271117
"460 LITTLE BROOK WAY, Columbus, OH, 43232",460,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3193 WABASH CT S, Columbus, OH, 43232",3193,WABASH CT S,,Columbus,OH,43232,39.9252229,-82.9075545,nearest parcel (within 27m) LANDUSE 520,520,26.6,010-138341
"3191 WABASH CT S, Columbus, OH, 43232",3191,WABASH CT S,,Columbus,OH,43232,39.9252249,-82.9076133,nearest parcel (within 23m) LANDUSE 520,520,22.8,010-138341
"3473 COURTRIGHT LN, Columbus, OH, 43232",3473,COURTRIGHT LN,,Columbus,OH,43232,39.9253074,-82.8999338,nearest parcel (within 21m) LANDUSE 510,510,20.6,010-149639
"3629 RIVERDALE SQ, Columbus, OH, 43232",3629,RIVERDALE SQ,,Columbus,OH,43232,39.9286682,-82.9001451,nearest parcel (within 27m) LANDUSE 511,511,27.3,010-118559
"3751 NOAM CT, Columbus, OH, 43232",3751,NOAM CT,,Columbus,OH,43232,39.9228988,-82.8965519,nearest parcel (within 55m) LANDUSE 550,550,55.1,010-209595
"2985 BRIAR RIDGE RD, Columbus, OH, 43232",2985,BRIAR RIDGE RD,,Columbus,OH,43232,39.9126272,-82.9012081,nearest parcel (within 13m) LANDUSE 510,510,13.4,530-238504
"1952 OLDE COVENTRY RD E, Columbus, OH, 43232",1952,OLDE COVENTRY RD E,,Columbus,OH,43232,39.9368065,-82.8593619,nearest parcel (within 58m) LANDUSE 510,510,58.2,010-127381
"3523 PETZINGER RD, Columbus, OH, 43232",3523,PETZINGER RD,,Columbus,OH,43232,39.9268874,-82.8996643,nearest parcel (within 6m) LANDUSE 510,510,6.2,010-149593
"2258 SUNSHINE PL, Columbus, OH, 43232",2258,SUNSHINE PL,,Columbus,OH,43232,39.9270543,-82.8903519,nearest parcel (within 50m) LANDUSE 520,520,50.4,010-182211
"2458 COURTRIGHT RD, Columbus, OH, 43232",2458,COURTRIGHT RD,,Columbus,OH,43232,39.9225108,-82.8978744,nearest parcel (within 31m) LANDUSE 520,520,31.0,010-149950
"3816 RIVERCREEK BAY WAY, Columbus, OH, 43232",3816,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9249183,-82.8945116,nearest parcel (within 26m) LANDUSE 510,510,26.4,010-172938
"5330 YORKSHIRE TERRACE DR B1, Columbus, OH, 43232",5330,YORKSHIRE TERRACE DR,B1,Columbus,OH,43232,39.9444873,-82.8528849,nearest parcel (within 29m) LANDUSE 550,550,29.0,010-145284
"2510 KIMBERLY PKWY E UNIT 207, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 207,Columbus,OH,43232,39.9227137,-82.8844262,nearest parcel (within 28m) LANDUSE 552,552,27.6,010-191619
"3585 WINCHESTER BEND DR, Columbus, OH, 43232",3585,WINCHESTER BEND DR,,Columbus,OH,43232,39.9011979,-82.8909236,nearest parcel (within 9m) LANDUSE 553,553,9.0,530-308952
"3261 ST BERNARD CIR, Columbus, OH, 43232",3261,ST BERNARD CIR,,Columbus,OH,43232,39.9113231,-82.8516563,nearest parcel (within 16m) LANDUSE 510,510,15.5,010-239764
"5370 YORKSHIRE TERRACE DR, Columbus, OH, 43232",5370,YORKSHIRE TERRACE DR,,Columbus,OH,43232,39.9448205,-82.8518739,nearest parcel (within 19m) LANDUSE 550,550,18.6,010-145306
"3996 RIVERCREEK BAY WAY, Columbus, OH, 43232",3996,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9246954,-82.8913905,nearest parcel (within 32m) LANDUSE 510,510,31.8,010-182228
"2300 SUNSHINE PL, Columbus, OH, 43232",2300,SUNSHINE PL,,Columbus,OH,43232,39.9264896,-82.8900956,nearest parcel (within 31m) LANDUSE 520,520,31.4,010-182214
"1561 ALLENFORD CT, Columbus, OH, 43232",1561,ALLENFORD CT,,Columbus,OH,43232,39.9459517,-82.8489505,nearest parcel (within 16m) LANDUSE 510,510,16.1,010-139099
"3320 SUFFIELD, Columbus, OH, 43232",3320,SUFFIELD,,Columbus,OH,43232,39.9111567,-82.8464485,nearest parcel (within 58m) LANDUSE 510,510,57.8,010-264955
"3902 NEWTON ABBEY LN, Columbus, OH, 43232",3902,NEWTON ABBEY LN,,Columbus,OH,43232,39.8975643,-82.8905815,nearest parcel (within 13m) LANDUSE 553,553,13.2,530-295384
"3898 NEWTON ABBEY LN, Columbus, OH, 43232",3898,NEWTON ABBEY LN,,Columbus,OH,43232,39.8975243,-82.8907218,nearest parcel (within 9m) LANDUSE 553,553,8.9,530-295403
"1946 S JAMES RD, Columbus, OH, 43232",1946,S JAMES RD,,Columbus,OH,43232,39.9311272,-82.9156508,nearest parcel (within 57m) LANDUSE 550,550,56.7,010-178925
"6140 RADEKIN RD, Columbus, OH, 43232",6140,RADEKIN RD,,Columbus,OH,43232,39.9438771,-82.8312676,nearest parcel (within 3m) LANDUSE 510,510,2.6,550-155971
"5769 CHATTERTON RD, Columbus, OH, 43232",5769,CHATTERTON RD,,Columbus,OH,43232,39.9132266,-82.8411643,nearest parcel (within 59m) LANDUSE 510,510,59.2,010-253474
"5846 FERN HILL LN, Columbus, OH, 43232",5846,FERN HILL LN,,Columbus,OH,43232,39.9103279,-82.8397454,nearest parcel (within 20m) LANDUSE 510,510,20.3,530-282593
"5824 FERN HILL LN, Columbus, OH, 43232",5824,FERN HILL LN,,Columbus,OH,43232,39.9104503,-82.840168,nearest parcel (within 18m) LANDUSE 510,510,18.2,530-282594
"5842 FERN HILL LN, Columbus, OH, 43232",5842,FERN HILL LN,,Columbus,OH,43232,39.9103894,-82.8397395,nearest parcel (within 19m) LANDUSE 510,510,19.0,530-282594
"5837 SUNSHINE BROOK LN, Columbus, OH, 43232",5837,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099198,-82.8398758,nearest parcel (within 14m) LANDUSE 510,510,14.1,530-282591
"5819 SUNSHINE BROOK LN, Columbus, OH, 43232",5819,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099406,-82.8403135,nearest parcel (within 26m) LANDUSE 510,510,26.5,530-282590
"5817 SUNSHINE BROOK LN, Columbus, OH, 43232",5817,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099396,-82.8403157,nearest parcel (within 27m) LANDUSE 510,510,26.6,530-282590
"5860 FERN HILL LN, Columbus, OH, 43232",5860,FERN HILL LN,,Columbus,OH,43232,39.9100525,-82.8397669,nearest parcel (within 21m) LANDUSE 510,510,21.4,530-282592
"5763 SUNSHINE BROOK LN, Columbus, OH, 43232",5763,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9100011,-82.841662,nearest parcel (within 41m) LANDUSE 510,510,41.3,530-282581
"5812 FERN HILL LN, Columbus, OH, 43232",5812,FERN HILL LN,,Columbus,OH,43232,39.9104638,-82.8404472,nearest parcel (within 42m) LANDUSE 510,510,41.9,530-282594
"5781 SUNSHINE BROOK LN, Columbus, OH, 43232",5781,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099811,-82.8412185,nearest parcel (within 36m) LANDUSE 510,510,36.4,530-282583
"5785 SUNSHINE BROOK LN, Columbus, OH, 43232",5785,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099397,-82.8411669,nearest parcel (within 31m) LANDUSE 510,510,31.2,530-282583
"5856 FERN HILL LN, Columbus, OH, 43232",5856,FERN HILL LN,,Columbus,OH,43232,39.9101138,-82.8397616,nearest parcel (within 20m) LANDUSE 510,510,19.8,530-282592
"5783 SUNSHINE BROOK LN, Columbus, OH, 43232",5783,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099815,-82.8412238,nearest parcel (within 36m) LANDUSE 510,510,36.5,530-282583
"5839 SUNSHINE BROOK LN, Columbus, OH, 43232",5839,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099202,-82.8398749,nearest parcel (within 14m) LANDUSE 510,510,14.1,530-282591
"5827 SUNSHINE BROOK LN, Columbus, OH, 43232",5827,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099326,-82.8401332,nearest parcel (within 13m) LANDUSE 510,510,12.7,530-282590
"5803 SUNSHINE BROOK LN, Columbus, OH, 43232",5803,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9100046,-82.8407406,nearest parcel (within 39m) LANDUSE 510,510,38.7,530-282585
"5771 SUNSHINE BROOK LN, Columbus, OH, 43232",5771,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099938,-82.8414803,nearest parcel (within 39m) LANDUSE 510,510,38.7,530-282581
"5841 SUNSHINE BROOK LN, Columbus, OH, 43232",5841,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9098796,-82.8398203,nearest parcel (within 18m) LANDUSE 510,510,17.5,530-282590
"5858 FERN HILL LN, Columbus, OH, 43232",5858,FERN HILL LN,,Columbus,OH,43232,39.9101122,-82.8397592,nearest parcel (within 20m) LANDUSE 510,510,20.0,530-282592
"5814 FERN HILL LN, Columbus, OH, 43232",5814,FERN HILL LN,,Columbus,OH,43232,39.9104611,-82.8403924,nearest parcel (within 37m) LANDUSE 510,510,37.3,530-282594
"5807 SUNSHINE BROOK LN, Columbus, OH, 43232",5807,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099981,-82.8406003,nearest parcel (within 39m) LANDUSE 510,510,39.2,530-282586
"5777 SUNSHINE BROOK LN, Columbus, OH, 43232",5777,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099847,-82.8413014,nearest parcel (within 37m) LANDUSE 510,510,36.7,530-282582
"5809 SUNSHINE BROOK LN, Columbus, OH, 43232",5809,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099954,-82.8405448,nearest parcel (within 39m) LANDUSE 510,510,38.7,530-282586
"5830 FERN HILL LN, Columbus, OH, 43232",5830,FERN HILL LN,,Columbus,OH,43232,39.9104421,-82.8399737,nearest parcel (within 3m) LANDUSE 510,510,2.7,530-282594
"5793 SUNSHINE BROOK LN, Columbus, OH, 43232",5793,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9100143,-82.8409638,nearest parcel (within 39m) LANDUSE 510,510,39.3,530-282584
"5816 FERN HILL LN, Columbus, OH, 43232",5816,FERN HILL LN,,Columbus,OH,43232,39.9104602,-82.8403788,nearest parcel (within 36m) LANDUSE 510,510,36.1,530-282594
"5834 FERN HILL LN, Columbus, OH, 43232",5834,FERN HILL LN,,Columbus,OH,43232,39.9104382,-82.8399031,nearest parcel (within 5m) LANDUSE 510,510,5.1,530-282594
"5775 SUNSHINE BROOK LN, Columbus, OH, 43232",5775,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099886,-82.8413994,nearest parcel (within 38m) LANDUSE 510,510,37.6,530-282582
"5836 FERN HILL LN, Columbus, OH, 43232",5836,FERN HILL LN,,Columbus,OH,43232,39.9105312,-82.8398434,nearest parcel (within 9m) LANDUSE 510,510,9.1,530-282595
"5789 SUNSHINE BROOK LN, Columbus, OH, 43232",5789,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099254,-82.8410794,nearest parcel (within 30m) LANDUSE 510,510,29.8,530-282583
"5826 FERN HILL LN, Columbus, OH, 43232",5826,FERN HILL LN,,Columbus,OH,43232,39.9104476,-82.8401126,nearest parcel (within 13m) LANDUSE 510,510,13.5,530-282594
"5864 FERN HILL LN, Columbus, OH, 43232",5864,FERN HILL LN,,Columbus,OH,43232,39.9100053,-82.8397169,nearest parcel (within 25m) LANDUSE 510,510,24.8,530-282591
"5779 SUNSHINE BROOK LN, Columbus, OH, 43232",5779,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099848,-82.841301,nearest parcel (within 37m) LANDUSE 510,510,36.7,530-282582
"5761 SUNSHINE BROOK LN, Columbus, OH, 43232",5761,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9100023,-82.8416596,nearest parcel (within 41m) LANDUSE 510,510,41.3,530-282581
"5852 FERN HILL LN, Columbus, OH, 43232",5852,FERN HILL LN,,Columbus,OH,43232,39.9101897,-82.839754,nearest parcel (within 21m) LANDUSE 510,510,21.0,530-282592
"5813 SUNSHINE BROOK LN, Columbus, OH, 43232",5813,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9099922,-82.840476,nearest parcel (within 39m) LANDUSE 510,510,39.0,530-282586
"5791 SUNSHINE BROOK LN, Columbus, OH, 43232",5791,SUNSHINE BROOK LN,,Columbus,OH,43232,39.9100172,-82.8410209,nearest parcel (within 40m) LANDUSE 510,510,40.1,530-282584
"5829 SUNSHINE BROOK LN, Columbus, OH, 43232",5829,SUNSHINE BROOK LN,,Columbus,OH,43232,39.909928,-82.8400548,nearest parcel (within 9m) LANDUSE 510,510,8.5,530-282590
"5822 FERN HILL LN, Columbus, OH, 43232",5822,FERN HILL LN,,Columbus,OH,43232,39.9104512,-82.8401822,nearest parcel (within 19m) LANDUSE 510,510,19.4,530-282594
"5850 FERN HILL LN, Columbus, OH, 43232",5850,FERN HILL LN,,Columbus,OH,43232,39.9102507,-82.8397489,nearest parcel (within 20m) LANDUSE 510,510,19.5,530-282593
"5832 FERN HILL LN, Columbus, OH, 43232",5832,FERN HILL LN,,Columbus,OH,43232,39.9104402,-82.8399558,nearest parcel (within 2m) LANDUSE 510,510,2.2,530-282594
