number,street,unit,census_status,street_residential_signal
4575,MANDEVILLE CT,A,Match,0/0
2810,NEWCASTLE CT,201,Match,0/0
4545,LAKE SIDE N,B,Match,0/0
4582,LAKE SIDE N,,Match,0/0
2391,SHORE BLVD E,B,Match,0/0
5679,E LIVINGSTON AVE,,Match,406/920
3166,WEBSTER DR,,Match,0/0
4655,COLERIDGE CT,,Match,0/0
4630,HILTON CORPORATE DR,116,Match,0/3
2578,CHAPPEL CHASE,,Match,0/0
5675,BAIRSFORD CIR N,3,Match,0/0
4800,HILTON CORPORATE DR,,Match,0/3
586,CHANTRY DR,,No_Match,0/16
92,CHANTRY DR,,No_Match,0/16
354,CHANTRY DR,,No_Match,0/16
494,CHANTRY DR,,No_Match,0/16
186,CHANTRY DR,,No_Match,0/16
118,LITTLE BROOK WAY,,No_Match,30/31
3241,WEBSTER DR,,Match,0/0
5737,CHANTRY DR,,Match,0/16
2901,SHILLING DR,,Match,0/0
6367,MCNAUGHTEN CT,,No_Match,0/1
6663,MCNAUGHTEN CT,,No_Match,0/1
1883,COVENTRY CT,,Match,2/2
3301,BRICE RD,,No_Match,177/386
2096,LAKE CLUB TER,,Match,0/0
5983,LAKE CLUB SQ,E,Match,0/1
5980,LAKE CLUB SQ,E,Match,0/1
2490,FOREST GREEN CT,,Match,0/0
5016,COVENTRY CT N,,Match,0/0
2137,RIVERDALE SQ W,,Match,0/0
3612,RIVERDALE SQ,,Match,0/0
3622,RIVERDALE SQ,,Match,0/0
5079,CEDAR DR,K,Match,15/24
5083,CEDAR DR,C,Match,15/24
3466,COURTRIGHT LN,B,Match,0/0
3628,RIVERDALE SQ,,Match,0/0
3624,RIVERDALE SQ,,Match,0/0
3686,NOAM CT,,Match,0/0
3708,CHARBERT CT,,Match,0/0
3750,KIMBERLY DR,,Tie,0/0
3750,W KIMBERLY DR,,Tie,0/0
5471,RED BIRD CT,,Match,0/1
3831,RIVERCREEK BAY WAY,,Match,0/0
3798,SOFT WIND DR,,Match,0/0
2080,SUNSHINE PL,,Match,0/1
5555,HIBERNIA DR,A,Match,0/1
5595,HIBERNIA DR,,Match,0/1
2455,KIMBERLY PKWY N,,Tie,0/0
5621,HIBERNIA DR,,Match,0/1
4605,REFUGEE RD,3C,Match,119/267
4620,CHANNING TER,B,Match,0/0
4655,REFUGEE RD,2F,Match,119/267
2614,CHAPPEL CHASE,,Match,0/0
5685,BAIRSFORD CIR N,3,Match,0/0
478,CHANTRY DR,,No_Match,0/16
448,LITTLE BROOK WAY,,No_Match,30/31
384,LITTLE BROOK WAY,,No_Match,30/31
616,LITTLE BROOK WAY,,No_Match,30/31
530,LITTLE BROOK WAY,,No_Match,30/31
122,LITTLE BROOK WAY,,No_Match,30/31
242,LITTLE BROOK WAY,,No_Match,30/31
2193,ROTUNDA DR,,Match,6/10
4671,REFUGEE RD,2B,Match,119/267
4630,HILTON CORPORATE DR,109,Match,0/3
2874,MERRYMOUNT CT,B,Match,0/0
1805,CHANNINGWAY CT E,,Match,0/0
1289,YORKLAND RD,UNIT F,Match,23/34
5687,MAPLE TREE LN,,Match,0/0
1560,MCNAUGHTEN RD,,Match,80/137
2792,GROSSE POINT,,Match,0/0
4798,LARAINE CT,202,Match,0/0
4777,ROLLINGBROOK LN,C,Tie,0/0
5978,REFUGEE RD,,Match,119/267
1516,ABRAHAM WOODS,,Match,0/0
5924,SHANA DR,,Match,0/1
4822,REFUGEE RD,B,Match,119/267
5990,LAKE CLUB SQ,,Match,0/1
5013,COVENTRY CT N,,Match,0/0
1927,OLDE COVENTRY RD E,,Match,0/0
6035,LAKE CLUB CT,,Match,0/1
6059,LAKE CLUB PL,,Match,0/0
2161,RIVERDALE SQ E,,Match,0/0
3558,ARIEL DR,,Match,0/0
3756,KNIGHTSWAY LN,,Match,0/2
3721,KIMBERLY PKWY N,,Match,0/0
2277,PETZINGER CT,,Match,0/0
2413,HUDSON BAY WAY,,Match,0/0
3688,KIDRON CT,,Match,0/0
4002,SOLDIER ST,,No_Match,12/82
3944,RIVERCREEK BAY WAY,,Match,0/0
5356,YORKSHIRE TERRACE DR,C,Match,0/0
5583,HIBERNIA DR,,Match,0/1
2052,SUNSHINE PL,,Match,0/1
2152,SUNSHINE PL,,Match,0/1
5415,YORKSHIRE TERRACE DR,1B,Match,0/0
5600,HIBERNIA DR,,Match,0/1
5580,HIBERNIA DR,C,Match,0/1
2441,KIMBERLY PKWY N,,Tie,0/0
5420,LONSDALE PL N,UNIT B,Match,0/0
4108,JENERA PL,,Match,0/0
2174,MUIRWOOD DR,,Match,0/1
2297,SEVILLE AVE,,Match,0/1
1745,LONSDALE PL E,UNIT A,Match,0/0
5533,CANTARA PL,4,Match,0/0
4239,DONLYN CT,,Match,0/0
2714,EASTLAND MALL,,Match,0/1
2712,EASTLAND MALL,,Match,0/1
3344,SUFFIELD,,Match,0/0
5497,CHATFORD SQ,,Match,0/1
3339,BRANFORD,,Match,0/0
5515,CHATFORD SQ,,Match,0/1
2786,CITIZENS PL,C,Match,0/1
2744,CITIZENS PL,C,Match,0/1
2470,SHORE BLVD W,J,Match,0/0
2870,WOOLWICH CT,100,Match,0/0
4551,LAKE SIDE S,B,Match,0/0
5837,REDAPPLE RIDGE,,Match,0/0
3024,ROTUNDA CT S,,Match,0/0
4661,REFUGEE RD,3B,Match,119/267
2875,MERRYMOUNT CT,,Match,0/0
4650,HILTON CORPORATE DR,105,Match,0/3
300,CHANTRY DR,,No_Match,0/16
394,CHANTRY DR,,No_Match,0/16
72,CHANTRY DR,,No_Match,0/16
462,CHANTRY DR,,No_Match,0/16
2562,SILVER OAK DR,,Match,0/1
210,LITTLE BROOK WAY,,No_Match,30/31
1319,YORKLAND RD,UNIT,Match,23/34
2773,BERWICK SQ,,Match,0/1
3408,REFUGEE RD,,Match,119/267
3274,ELIM MANOR CT,,Match,0/1
5878,YORKLAND CT,UNIT F,Match,0/1
5685,MAPLE TREE LN,,Match,0/0
2891,TUPPENCE DR,,Match,0/0
3146,ROTUNDA CT N,,Match,0/0
6095,MCNAUGHTEN CT,,Match,0/1
6087,MCNAUGHTEN CENTER,,Match,0/0
4800,LARAINE CT,103,Match,0/0
2740,BRANDY DR,202,Match,0/1
4810,REFUGEE RD,D,Match,119/267
5983,LAKE CLUB SQ,B,Match,0/1
6045,LAKE CLUB PL,,Match,0/0
5014,COVENTRY DR,D,Match,0/0
5006,COVENTRY CT N,,Match,0/0
5099,CEDAR DR,K,Match,15/24
2389,MALKA CT,,Match,0/0
2325,RANDY CT,,Match,0/0
5167,CEDAR DR,C,Match,15/24
3730,BIRCHTREE LN,,Match,0/0
2308,RANDY CT,,Match,0/0
3716,CHARBERT CT,,Match,0/0
3722,BONNETT CT,,Match,0/0
2259,PETZINGER CT,,Match,0/0
3739,KIMBERLY WEST DR,UNIT 6,Tie,0/0
3751,EMRICK CT,,Match,0/0
3769,KIMBERLY WEST DR,UNIT 2,Tie,0/0
2595,KIMBERLY PKWY W,,Match,0/0
2379,HUDSON BAY WAY,,Match,0/0
5575,HIBERNIA DR,B,Match,0/1
2050,SUNSHINE PL,,Match,0/1
2212,SUNSHINE PL,,Match,0/1
5621,HIBERNIA DR,C,Match,0/1
5420,LONSDALE PL N,UNIT C,Match,0/0
2421,KIMBERLY PKWY N,,Tie,0/0
2437,KIMBERLY PKWY N,,Tie,0/0
2162,MUIRWOOD DR,,Match,0/1
2231,SEVILLE AVE,,Match,0/1
4229,DONLYN CT,,Match,0/0
4255,DONLYN CT,,Match,0/0
3355,SUFFIELD,,Match,0/0
5555,TINLEY PARK,,Match,0/0
3232,WINTER LANE PARK,,Match,0/0
5449,CHATFORD SQ,,Match,0/1
5539,CANTARA PL,3,Match,0/0
5536,CANTARA PL,,Match,0/0
4341,DONLYN CT,,Match,0/0
3353,SUFFIELD,,Match,0/0
3323,SUFFIELD,,Match,0/0
5598,AUTUMN CHASE DR,A,Match,0/1
2826,CITIZENS PL,D,Match,0/1
2776,CITIZENS PL,D,Match,0/1
2747,TENNYSON BLVD,D,Match,0/0
2791,NEWCASTLE CT,B,Match,0/0
2451,SHORE BLVD E,B,Match,0/0
4609,REFUGEE RD,2H,Match,119/267
4595,REFUGEE RD,3B,Match,119/267
4615,WORDSWORTH CT,D,Match,0/0
4594,ISINGTON CT,202,Match,0/0
4619,REFUGEE RD,1I,Match,119/267
4637,COLERIDGE CT,,Match,0/0
5838,HALLRIDGE CIR,A,Match,0/0
306,CHANTRY DR,,No_Match,0/16
2764,BRANDY DR,201,Match,0/1
4826,LARAINE CT,101,Match,0/0
6777,MCNAUGHTEN CT,,No_Match,0/1
3180,EASTHAVEN DR S,,Match,0/0
4782,REFUGEE RD,A,Match,119/267
4966,OLDE COVENTRY RD W,,Match,0/0
2504,SCARBOROUGH SQ,5,Match,0/0
5011,COVENTRY DR,,Match,0/0
5008,COVENTRY CT N,,Match,0/0
2082,PINE GROVE LN,,Match,0/1
5081,CEDAR DR,G,Match,15/24
5079,CEDAR DR,,Match,15/24
3730,KNIGHTSWAY LN,,Match,0/2
2492,BENIE CT,,Match,0/0
2295,PETZINGER CT,,Match,0/0
3793,BAY VILLAGE ST,,Match,12/41
3731,KIMBERLY WEST DR,UNIT 3,Tie,0/0
2530,BENIE CT,,Match,0/0
3755,KIMBERLY WEST DR,UNIT 2,Tie,0/0
3708,KIDRON CT,,Match,0/0
5572,HIBERNIA DR,C,Match,0/1
3381,WINTER LANE PARK,,Match,0/0
3928,MAUMEE BAY WAY,,Match,0/0
2220,SUNSHINE PL,,Match,0/1
2266,SUNSHINE PL,,Match,0/1
2261,MUIRWOOD DR,,Match,0/1
2138,MUIRWOOD DR,,Match,0/1
5453,LONSDALE PL S,UNIT A,Match,0/0
5453,LONSDALE PL N,,Match,0/0
2194,MUIRWOOD DR,,Match,0/1
5536,DUNFIELD LN,3,Match,0/1
1577,CABORA LN,,Match,0/0
4153,CADILLAC CT,,Match,0/0
2266,SEVILLE AVE,,Match,0/1
2766,EASTLAND MALL,,Match,0/1
2758,EASTLAND MALL,,Match,0/1
2721,EASTLAND MALL,,Match,0/1
5598,AUTUMN CHASE DR,,Match,0/1
4400,CROSSROADS CENTER,,Match,0/0
2853,CITIZENS PL,A,Match,0/1
2860,CITIZENS PL,E,Match,0/1
2796,CITIZENS PL,F,Match,0/1
2744,CITIZENS PL,A,Match,0/1
4567,MANDEVILLE CT,A,Match,0/0
2935,TENNYSON BLVD,A,Match,0/0
2431,SHORE BLVD E,K,Match,0/0
2411,SHORE BLVD E,L,Match,0/0
4617,REFUGEE RD,2H,Match,119/267
4591,WORDSWORTH CT,B,Match,0/0
2813,TENNYSON BLVD,209,Match,0/0
2491,SHORE BLVD E,B,Match,0/0
4633,COLERIDGE CT,D,Match,0/0
5850,HALLRIDGE CIR,,Match,0/0
4667,REFUGEE RD,2A,Match,119/267
4663,HILTON CORPORATE DR,,Match,0/3
576,CHANTRY DR,,No_Match,0/16
586,LITTLE BROOK WAY,,No_Match,30/31
192,LITTLE BROOK WAY,,No_Match,30/31
590,LITTLE BROOK WAY,,No_Match,30/31
200,LITTLE BROOK WAY,,No_Match,30/31
1299,YORKLAND RD,UNIT,Match,23/34
3154,WEBSTER DR,,Match,0/0
1285,YORKLAND RD,UNIT B,Match,23/34
5739,SPRUCE TREE DR,,Match,0/0
6089,MCNAUGHTEN CENTER,,Match,0/0
6267,MCNAUGHTEN CT,,Tie,0/1
2575,S HAMILTON RD,,Match,242/753
4414,CROSSROADS CENTER,,Match,0/0
5595,AUTUMN CHASE DR,B,Match,0/1
5762,HALLRIDGE CIR,,Match,0/0
2849,CITIZENS PL,B,Match,0/1
2860,CITIZENS PL,B,Match,0/1
5675,BAIRSFORD CIR N,2,Match,0/0
326,CHANTRY DR,,No_Match,0/16
2,CHANTRY DR,,No_Match,0/16
2817,WYMAN CT,B,Match,0/0
2780,MARWOOD CT,,Match,0/1
4515,LAKE SIDE N,B,Match,0/0
2870,WOOLWICH CT,202,Match,0/0
4586,ISINGTON CT,202,Match,0/0
396,CHANTRY DR,,No_Match,0/16
5601,CHANTRY DR,,Match,0/16
600,LITTLE BROOK WAY,,No_Match,30/31
670,LITTLE BROOK WAY,,No_Match,30/31
1285,YORKLAND RD,UNIT I,Match,23/34
5878,YORKLAND CT,UNIT C,Match,0/1
3162,WEBSTER DR,,Match,0/0
3016,ROTUNDA CT S,,Match,0/0
4605,REFUGEE RD,2A,Match,119/267
4611,REFUGEE RD,3B,Match,119/267
2886,TENNYSON BLVD,D,Match,0/0
4613,REFUGEE RD,1B,Match,119/267
4619,HEBRIDES DR,D,Match,0/0
4648,HEBRIDES DR,,Match,0/0
4623,HILTON CORPORATE DR,,Match,0/3
4661,REFUGEE RD,3A,Match,119/267
4671,REFUGEE RD,1D,Match,119/267
5900,CHATTERTON RD,,Tie,0/12
5761,SPRUCE TREE DR,,Match,0/0
6775,MCNAUGHTEN CT,,No_Match,0/1
6493,MCNAUGHTEN CT,,No_Match,0/1
6341,MCNAUGHTEN CT,,No_Match,0/1
6567,MCNAUGHTEN CT,,No_Match,0/1
6533,MCNAUGHTEN CT,,No_Match,0/1
3180,ELIM MANOR CT,201,Match,0/1
4792,LARAINE CT,204,Match,0/0
2211,FOXCROFT GREEN,,Match,0/0
2110,LAKE CLUB TER,,Match,0/0
2091,LAKE CLUB TER,H,Match,0/0
5980,LAKE CLUB SQ,I,Match,0/1
6010,LAKE CLUB SQ,,Match,0/1
1939,OLDE COVENTRY RD,,Match,0/0
1929,OLDE COVENTRY RD,,Match,0/0
2095,PINE GROVE LN,,Match,0/1
4986,OLDE COVENTRY RD W,,Match,0/0
1870,COVENTRY CT,C,Match,2/2
5099,CEDAR DR,C,Match,15/24
5143,CEDAR DR,,Match,15/24
5165,CEDAR DR,L,Match,15/24
3736,BUCKMAN ST,,Match,0/0
2625,BIRCHTREE CT,,Match,0/0
2624,BIRCHTREE CT,,Match,0/0
5333,YORKSHIRE TERRACE DR,,Match,0/0
3724,BONNETT CT,,Match,0/0
3734,BONNETT CT,,Match,0/0
2438,HUDSON BAY WAY,,Match,0/0
5577,HIBERNIA DR,,Match,0/1
3174,ST BERNARD CIR,,Match,0/0
2394,CANAL BAY WAY,,Match,0/1
3761,SOFT WIND DR,,Match,0/0
3940,RIVERCREEK BAY WAY,,Match,0/0
5418,LONSDALE PL S,UNIT D,Match,0/0
4099,JENERA PL,,Match,0/0
2202,MUIRWOOD DR,,Match,0/1
5498,LONSDALE PL N,UNIT A,Match,0/0
5534,CANTARA PL,,Match,0/0
5707,HIBERNIA DR,C,Match,0/1
2220,SEVILLE AVE,,Match,0/1
4250,GROVES RD,,Match,4/54
2735,S HAMILTON RD,,Match,242/753
4822,REFUGEE RD,A,Match,119/267
4960,OLDE COVENTRY RD W,,Match,0/0
4970,COVENTRY CT S,,Match,0/0
2127,PINE GROVE LN,,Match,0/1
2037,PINE NEEDLE CT,,Match,0/0
1926,OLDE COVENTRY RD E,,Match,0/0
2156,RIVERDALE SQ W,,Match,0/0
3625,RIVERDALE SQ,,Match,0/0
5119,CEDAR DR,B,Match,15/24
2213,COURTSIDE DR,D,Match,0/2
3762,KIMBERLY WEST DR,,Tie,0/0
2417,HUDSON BAY WAY,,Match,0/0
3676,MENDON PL,,Match,0/0
3684,KIDRON CT,,Match,0/0
3699,KIDRON CT,,Match,0/0
2178,SOFT WIND CT,,Match,0/0
5481,RED BIRD CT,,Match,0/1
5595,HIBERNIA DR,A,Match,0/1
5603,HIBERNIA DR,B,Match,0/1
3986,KIMBERLY PKWY N,,Match,0/0
5681,HIBERNIA DR,B,Match,0/1
2254,MUIRWOOD DR,,Match,0/1
2192,MUIRWOOD DR,,Match,0/1
3327,WINTER LANE PARK,,Match,0/0
3306,WINTER LANE PARK,,Match,0/0
5516,DUNFIELD LN,1,Match,0/1
5716,HIBERNIA DR,B,Match,0/1
5796,HIBERNIA DR,C,Match,0/1
1778,LONSDALE PL E,UNIT D,Match,0/0
1549,BANDERA CT,,Match,0/0
4176,ASTON MARTIN CT,,Match,0/0
4161,CADILLAC CT,,Match,0/0
2755,EASTLAND MALL,,Match,0/1
4480,WINCHESTER PIKE,,Match,4/13
1573,CABORA LN,,Match,0/0
2763,WINCHESTER PIKE,,Match,4/13
4286,GROVES RD,,Match,4/54
3132,S HAMILTON RD,,Match,242/753
5525,HUTCHINSTONE RD,,Match,0/0
4470,HILTON CORPORATE DR,,Match,0/3
5573,CHANTRY DR,,Match,0/16
272,CHANTRY DR,,No_Match,0/16
6,CHANTRY DR,,No_Match,0/16
392,CHANTRY DR,,No_Match,0/16
2599,SILVER OAK DR,,Match,0/1
598,LITTLE BROOK WAY,,No_Match,30/31
654,LITTLE BROOK WAY,,No_Match,30/31
84,LITTLE BROOK WAY,,No_Match,30/31
2830,WYMAN CT,D,Match,0/0
2460,SHORE BLVD W,D,Match,0/0
4530,LAKE SIDE N,L,Match,0/0
4599,REFUGEE RD,2C,Match,119/267
2943,TENNYSON BLVD,C,Match,0/0
4578,ISINGTON CT,B,Match,0/0
4578,ISINGTON CT,C,Match,0/0
2810,NEWCASTLE CT,202,Match,0/0
4544,LAKE SIDE S,E,Match,0/0
1752,MCNAUGHTEN RD,,Match,80/137
4617,REFUGEE RD,1F,Match,119/267
4613,REFUGEE RD,1C,Match,119/267
4620,CHANNING TER,A,Match,0/0
4619,HEBRIDES DR,A,Match,0/0
4661,REFUGEE RD,1E,Match,119/267
6773,MCNAUGHTEN CT,,No_Match,0/1
6593,MCNAUGHTEN CT,,No_Match,0/1
2770,BERWICK SQ,,Match,0/1
3245,ELIM MANOR CT,,Match,0/1
4661,REFUGEE RD,2F,Match,119/267
2865,THOREAU CT,A,Match,0/0
2912,MERRYMOUNT CT,A,Match,0/0
4656,HEBRIDES DR,D,Match,0/0
4630,HILTON CORPORATE DR,213,Match,0/3
2893,SHILLING DR,,Match,0/0
2772,BRANDY DR,204,Match,0/1
4777,ROLLINGBROOK LN,B,Tie,0/0
2847,CITIZENS PL,E,Match,0/1
2827,WYMAN CT,B,Match,0/0
5685,BAIRSFORD CIR N,,Match,0/0
5685,BAIRSFORD CIR N,5,Match,0/0
428,CHANTRY DR,,No_Match,0/16
30,LITTLE BROOK WAY,,No_Match,30/31
622,LITTLE BROOK WAY,,No_Match,30/31
4603,REFUGEE RD,1F,Match,119/267
4599,REFUGEE RD,1B,Match,119/267
4558,MANDEVILLE CT,A,Match,0/0
4564,ISINGTON CT,202,Match,0/0
4573,MONMOUTH CT,209,Match,0/0
2449,SHORE BLVD E,D,Match,0/0
4558,LAKE SIDE N,,Match,0/0
4550,LAKE SIDE N,I,Match,0/0
4611,REFUGEE RD,3G,Match,119/267
5878,YORKLAND CT,UNIT P,Match,0/1
1446,MCNAUGHTEN RD,,Match,80/137
1281,MCNAUGHTEN RD,UNIT E,Match,80/137
3187,WEBSTER DR,,Match,0/0
4615,REFUGEE RD,2A,Match,119/267
4659,REFUGEE RD,1C,Match,119/267
4661,REFUGEE RD,3F,Match,119/267
1494,ABRAHAM WOODS,,Match,0/0
6381,MCNAUGHTEN CT,,No_Match,0/1
2885,THOREAU CT,D,Match,0/0
4631,HILTON CORPORATE DR,,Match,0/3
3664,FARTHING LN,,Match,0/2
3234,ELIM MANOR CT,,Match,0/1
3180,ELIM MANOR CT,206,Match,0/1
5009,COVENTRY CT N,,Match,0/0
1870,COVENTRY CT,D,Match,2/2
5095,CEDAR DR,A,Match,15/24
2398,MALKA CT,,Match,0/0
3741,BIRCHTREE LN,,Match,0/0
2594,SUMMERWAY CT,,Match,0/0
2572,SPRINGWAY CT,,Match,0/0
2233,COURTSIDE DR,C,Match,0/2
3666,SOFT WIND DR,,No_Match,0/0
5330,YORKSHIRE TERRACE DR,B6,Match,0/0
3852,MAUMEE BAY WAY,,Match,0/0
3734,SOFT WIND DR,,Match,0/0
3896,MAUMEE BAY WAY,,Match,0/0
3990,KIMBERLY PKWY N,,Match,0/0
5664,HIBERNIA DR,A,Match,0/1
2225,MUIRWOOD DR,,Match,0/1
5726,HIBERNIA DR,B,Match,0/1
5476,LONSDALE PL N,UNIT A,Match,0/0
2510,KIMBERLY PKWY E,UNIT 204,Match,0/0
4241,KIMBERLY PKWY E,,Match,0/0
4243,DONLYN CT,,Match,0/0
3351,SUFFIELD,,Match,0/0
5486,CHATFORD SQ,,Match,0/1
2333,HAMILTON RD,,Match,242/753
5554,AUTUMN CHASE DR,A,Match,0/1
5577,AUTUMN CHASE DR,B,Match,0/1
2791,GROSSE POINT,,Match,0/0
4773,HILTON CORPORATE DR,,Match,0/3
5582,SARANAC DR,,No_Match,23/31
5891,SHANA DR,,Match,0/1
6425,MCNAUGHTEN CT,,No_Match,0/1
6683,MCNAUGHTEN CT,,No_Match,0/1
6623,MCNAUGHTEN CT,,No_Match,0/1
6126,MCNAUGHTEN CENTER,,Match,0/0
3158,ROTUNDA CT N,,Match,0/0
4788,ROLLINGBROOK LN,B,Match,0/0
5949,SHANA DR,,Match,0/1
6009,LAKE CLUB CT,,Match,0/1
6055,LAKE CLUB PL,,Match,0/0
1937,OLDE COVENTRY RD,,Match,0/0
2111,PINE GROVE LN,,Match,0/1
2089,PINE GROVE LN,,Match,0/1
2600,SUMMERWAY CT,,Match,0/0
2562,SPRINGWAY CT,,Match,0/0
3724,KIMBERLY WEST DR,,Tie,0/0
3727,KIMBERLY PKWY N,,Match,0/0
3760,KIMBERLY WEST DR,,Tie,0/0
5083,CEDAR DR,M,Match,15/24
5119,CEDAR DR,H,Match,15/24
3931,RIVERCREEK BAY WAY,,Match,0/0
3778,SOFT WIND DR,,Match,0/0
2056,SUNSHINE PL,,Match,0/1
2401,KIMBERLY PKWY N,,Tie,0/0
5381,YORKSHIRE TERRACE DR,1B,Match,0/0
5381,YORKSHIRE TERRACE DR,1C,Match,0/0
5563,HIBERNIA DR,B,Match,0/1
2232,SEVILLE AVE,,Match,0/1
5393,YORKSHIRE TERRACE DR,2A,Match,0/0
2510,KIMBERLY PKWY E,102,Match,0/0
5424,LONSDALE PL N,,Match,0/0
5453,LONSDALE PL S,UNIT B,Match,0/0
4237,EASTLAND FOOD CT,,No_Match,0/0
2752,EASTLAND MALL,UNIT A,Match,0/1
5588,TINLEY PARK,,Match,0/0
5565,AUTUMN CHASE DR,B,Match,0/1
2786,CITIZENS PL,F,Match,0/1
2432,SHORE BLVD W,,Match,0/0
2436,SHORE BLVD W,,Match,0/0
4542,LAKE SIDE N,,Match,0/0
4601,REFUGEE RD,1I,Match,119/267
2870,WOOLWICH CT,101,Match,0/0
2870,WOOLWICH CT,206,Match,0/0
2501,SHORE BLVD E,J,Match,0/0
2415,SHORE BLVD E,,Match,0/0
4609,REFUGEE RD,3I,Match,119/267
4591,WORDSWORTH CT,C,Match,0/0
2881,TENNYSON BLVD,104,Match,0/0
2790,TENNYSON BLVD,,Match,0/0
2445,SHORE BLVD E,H,Match,0/0
4611,REFUGEE RD,3C,Match,119/267
4690,FENIMORE CT,C,Match,0/0
284,CHANTRY DR,,No_Match,0/16
114,CHANTRY DR,,No_Match,0/16
444,CHANTRY DR,,No_Match,0/16
4686,FENIMORE CT,C,Match,0/0
2637,SILVER OAK DR,,Match,0/1
2639,SILVER OAK DR,,Match,0/1
5713,SPRUCE TREE DR,,Match,0/0
4235,DONLYN CT,,Match,0/0
4303,DONLYN CT,,Match,0/0
1554,BANDERA CT,,Match,0/0
4264,EASTLAND FOOD CT,,No_Match,0/0
4228,EASTLAND FOOD CT,,No_Match,0/0
4315,KIMBERLY PKWY,,Match,0/1
4433,CROSSROADS CENTER,,Match,0/0
3309,BRANFORD,,Match,0/0
2450,SHORE BLVD W,K,Match,0/0
5759,HALLRIDGE CIR,,Match,0/0
4586,HEMINGWAY CT,,Match,0/1
4617,REFUGEE RD,2C,Match,119/267
2445,SHORE BLVD E,E,Match,0/0
172,CHANTRY DR,,No_Match,0/16
136,CHANTRY DR,,No_Match,0/16
4655,REFUGEE RD,2D,Match,119/267
4619,REFUGEE RD,3H,Match,119/267
168,LITTLE BROOK WAY,,No_Match,30/31
5641,CHANTRY DR,,Match,0/16
5691,MAPLE TREE LN,,Match,0/0
5827,MAPLE TREE LN,,Match,0/0
6129,MCNAUGHTEN CT,,Match,0/1
6539,MCNAUGHTEN CT,,No_Match,0/1
6229,MCNAUGHTEN CT,,Match,0/1
6557,MCNAUGHTEN CT,,No_Match,0/1
4770,LARAINE CT,103,Match,0/0
2720,BRANDY DR,203,Match,0/1
5960,SHANA DR,,Match,0/1
2772,GROSSE POINT,,Match,0/0
5987,LAKE CLUB SQ,,Match,0/1
2905,SHILLING DR,,Match,0/0
3180,ELIM MANOR CT,204,Match,0/1
3180,ELIM MANOR CT,202,Match,0/1
2188,ROTUNDA DR,,Match,6/10
5046,COVENTRY CT N,C,Match,0/0
5056,COVENTRY CT N,C,Match,0/0
3462,COURTRIGHT LN,,Match,0/0
2171,RIVERDALE SQ E,,Match,0/0
2628,BIRCHTREE WAY,,Match,0/0
2631,BIRCHTREE CT,,Match,0/0
2282,PETZINGER CT,,Match,0/0
5625,HIBERNIA DR,C,Match,0/1
5636,HIBERNIA DR,,Match,0/1
3739,KIMBERLY WEST DR,UNIT 2,Tie,0/0
5645,HIBERNIA DR,,Match,0/1
5657,HIBERNIA DR,C,Match,0/1
2210,MUIRWOOD DR,,Match,0/1
5461,LONSDALE PL S,UNIT C,Match,0/0
5462,LONSDALE PL N,,Match,0/0
5476,LONSDALE PL N,UNIT C,Match,0/0
1575,ALLENFORD CT,,Match,0/0
1563,ALLENFORD CT,,Match,0/0
1551,APPLETON CT,,Match,0/0
5734,HIBERNIA DR,B,Match,0/1
5685,BAIRSFORD CIR N,9,Match,0/0
680,CHANTRY DR,,No_Match,0/16
512,CHANTRY DR,,No_Match,0/16
562,CHANTRY DR,,No_Match,0/16
542,CHANTRY DR,,No_Match,0/16
520,CHANTRY DR,,No_Match,0/16
2593,SILVER OAK DR,,Match,0/1
596,LITTLE BROOK WAY,,No_Match,30/31
438,LITTLE BROOK WAY,,No_Match,30/31
2167,RIVERDALE SQ E,,Match,0/0
3681,RIVERDALE SQ,,Match,0/0
3719,BIRCHTREE LN,,Match,0/0
5427,YORKSHIRE TERRACE DR,2B,Match,0/0
5398,YORKSHIRE TERRACE DR,A,Match,0/0
3379,WINTER LANE PARK,,Match,0/0
270,LITTLE BROOK WAY,,No_Match,30/31
160,LITTLE BROOK WAY,,No_Match,30/31
458,LITTLE BROOK WAY,,No_Match,30/31
436,LITTLE BROOK WAY,,No_Match,30/31
3729,SOFT WIND DR,,Match,0/0
5689,HIBERNIA DR,C,Match,0/1
5738,HIBERNIA DR,,Match,0/1
3228,WINTER LANE PARK,,Match,0/0
5533,CANTARA PL,3,Match,0/0
5530,DUNFIELD LN,6,Match,0/1
1776,MCNAUGHTEN RD,,Match,80/137
5745,CHANTRY DR,,Match,0/16
3924,RIVERCREEK BAY WAY,,Match,0/0
3936,RIVERCREEK BAY WAY,,Match,0/0
3972,RIVERCREEK BAY WAY,,Match,0/0
3804,SOFT WIND DR,,Match,0/0
1550,COBORA LN,,Match,0/0
5775,SPRUCE TREE DR,,Match,0/0
5889,SHANA DR,,Match,0/1
6111,MCNAUGHTEN CENTER,,Match,0/0
6125,MCNAUGHTEN CT,,Match,0/1
6119,MCNAUGHTEN CT,,Match,0/1
6287,MCNAUGHTEN CT,,Match,0/1
6261,MCNAUGHTEN CT,,Match,0/1
6551,MCNAUGHTEN CT,,No_Match,0/1
2192,SUNSHINE PL,,Match,0/1
2258,MUIRWOOD DR,,Match,0/1
5619,AUTUMN CHASE DR,A,Match,0/1
5983,LAKE CLUB SQ,A,Match,0/1
4164,ASTON MARTIN CT,,Match,0/0
2728,EASTLAND MALL,,Match,0/1
