address,number,street,unit,city,state,zip,latitude,longitude,parcel_id,land_use_code,land_use_type,verification,homestead,year_built,bedrooms,bathrooms,appraised_value,annual_tax,sale_price,sale_date,census_match,census_matched_address
"2811 CRYODON BLVD W, Columbus, OH, 43232",2811,CRYODON BLVD W,,Columbus,OH,43232,39.9192233,-82.8626273,530-139758,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,182900.00,2714.58,125000,07/29/2022,Y,Exact
"2812 STAVELY CT, Columbus, OH, 43232",2812,STAVELY CT,,Columbus,OH,43232,39.9193876,-82.8609917,530-139858,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,181800.00,2762.14,185000,07/19/2023,Y,Exact
"4867 REFUGEE RD, Columbus, OH, 43232",4867,REFUGEE RD,,Columbus,OH,43232,39.921496,-82.8609813,530-139712,510,SINGLE_FAMILY,auditor_parcel,,1968,4,2,205400.00,3048.3,88000,12/18/2012,Y,Exact
"5029 BRINWOOD PL, Columbus, OH, 43232",5029,BRINWOOD PL,,Columbus,OH,43232,39.9397928,-82.8600599,010-127360,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,199000.00,3126.32,240000,05/03/2023,Y,Exact
"2832 MAYWOOD RD, Columbus, OH, 43232",2832,MAYWOOD RD,,Columbus,OH,43232,39.9192814,-82.8589162,530-139875,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,184100.00,2732.4,50000,02/07/2023,Y,Exact
"2801 FAREHAM CT, Columbus, OH, 43232",2801,FAREHAM CT,,Columbus,OH,43232,39.9201971,-82.8584111,530-139929,510,SINGLE_FAMILY,auditor_parcel,,1967,4,2,232600.00,3451.96,263000,07/03/2023,Y,Exact
"6044 ASTOR AVE, Columbus, OH, 43232",6044,ASTOR AVE,,Columbus,OH,43232,39.945218,-82.83285,550-156034,560,APARTMENT,auditor_parcel,,2001,3,2,148700.00,2120.24,0,10/27/2021,Y,Exact
"3134 SAXON CT, Columbus, OH, 43232",3134,SAXON CT,,Columbus,OH,43232,39.9119679,-82.9124088,530-148733,510,SINGLE_FAMILY,auditor_parcel,Y,1959,3,1,197500.00,2515.72,0,11/14/2005,Y,Exact
"3050 ROTUNDA CT N, Columbus, OH, 43232",3050,ROTUNDA CT N,,Columbus,OH,43232,39.926811,-82.9118655,010-138189,520,TWO_FAMILY,auditor_parcel,,1964,6,2,215400.00,3455.46,0,10/13/2021,Y,Exact
"3038 WADSWORTH CT, Columbus, OH, 43232",3038,WADSWORTH CT,,Columbus,OH,43232,39.9280464,-82.9124792,010-138171,510,SINGLE_FAMILY,auditor_parcel,,1964,3,2,182000.00,2919.72,0,01/20/2022,Y,Exact
"3237 MERIDIAN RD, Columbus, OH, 43232",3237,MERIDIAN RD,,Columbus,OH,43232,39.9260319,-82.9064481,010-255330,510,SINGLE_FAMILY,auditor_parcel,,2002,3,2,200200.00,3145.16,121900,01/06/2003,Y,Exact
"3063 STONEBLUFF DR, Columbus, OH, 43232",3063,STONEBLUFF DR,,Columbus,OH,43232,39.910896,-82.9033049,530-229908,510,SINGLE_FAMILY,auditor_parcel,,1995,3,1,204300.00,3032.18,250000,01/23/2023,Y,Exact
"3070 REMINGTON RIDGE RD, Columbus, OH, 43232",3070,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9106535,-82.9019739,530-229946,510,SINGLE_FAMILY,auditor_parcel,,1995,3,2,217600.00,3305.52,78900,11/13/2012,Y,Exact
"3414 CLARKSTON AVE, Columbus, OH, 43232",3414,CLARKSTON AVE,,Columbus,OH,43232,39.9227903,-82.9011206,010-154828,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,124700.00,1958.98,13700,10/31/2018,Y,Exact
"3400 BRUCETON AVE, Columbus, OH, 43232",3400,BRUCETON AVE,,Columbus,OH,43232,39.9239663,-82.9016123,010-154814,510,SINGLE_FAMILY,auditor_parcel,Y,1971,3,1,136600.00,1706.34,0,09/24/1974,Y,Exact
"3438 BRUCETON AVE, Columbus, OH, 43232",3438,BRUCETON AVE,,Columbus,OH,43232,39.9238358,-82.9004492,010-154820,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,140700.00,2257.04,0,03/06/2020,Y,Exact
"2900 FLEET RD, Columbus, OH, 43232",2900,FLEET RD,,Columbus,OH,43232,39.9182639,-82.8558912,530-139976,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,163400.00,2425.4,34900,10/10/2017,Y,Exact
"2822 FLEET RD, Columbus, OH, 43232",2822,FLEET RD,,Columbus,OH,43232,39.91995,-82.8557216,530-139967,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,168400.00,2558.58,0,12/02/2015,Y,Exact
"5265 MAPLERIDGE DR, Columbus, OH, 43232",5265,MAPLERIDGE DR,,Columbus,OH,43232,39.9362577,-82.8526062,010-127410,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,111000.00,1780.88,16426,03/18/2020,Y,Exact
"3871 BAY VILLAGE ST, Columbus, OH, 43232",3871,BAY VILLAGE ST,,Columbus,OH,43232,39.9159443,-82.8950767,530-272731,510,SINGLE_FAMILY,auditor_parcel,,2013,3,1,180900.00,2684.92,195000,09/21/2022,Y,Exact
"1456 DEVONHURST DR, Columbus, OH, 43232",1456,DEVONHURST DR,,Columbus,OH,43232,39.9478629,-82.8512384,010-127228,510,SINGLE_FAMILY,auditor_parcel,,1962,4,2,226100.00,3551.76,156900,12/30/2016,Y,Exact
"3179 RETRIEVER RD, Columbus, OH, 43232",3179,RETRIEVER RD,,Columbus,OH,43232,39.912474,-82.8505213,010-239776,510,SINGLE_FAMILY,auditor_parcel,,1998,3,1,208100.00,3269.02,138000,10/25/2021,Y,Exact
"1412 DEVONHURST DR, Columbus, OH, 43232",1412,DEVONHURST DR,,Columbus,OH,43232,39.9487282,-82.8510573,010-127224,510,SINGLE_FAMILY,auditor_parcel,Y,1962,5,2,244200.00,3396.04,0,07/12/2016,Y,Exact
"3443 PETZINGER RD, Columbus, OH, 43232",3443,PETZINGER RD,,Columbus,OH,43232,39.927638,-82.9012234,010-149579,510,SINGLE_FAMILY,auditor_parcel,Y,1970,3,1,153100.00,1965.28,0,08/19/2024,Y,Exact
"2523 NASSAU DR, Columbus, OH, 43232",2523,NASSAU DR,,Columbus,OH,43232,39.9211915,-82.8933496,010-162348,552,APARTMENT,auditor_parcel,,1972,2,1,74900.00,1201.62,20100,04/12/2017,Y,Exact
"3781 WYNDS DR, Columbus, OH, 43232",3781,WYNDS DR,,Columbus,OH,43232,39.9251825,-82.8929611,010-172948,510,SINGLE_FAMILY,auditor_parcel,,1977,3,1,148400.00,2380.78,0,08/13/1996,Y,Exact
"2510 NASSAU DR, Columbus, OH, 43232",2510,NASSAU DR,,Columbus,OH,43232,39.9217056,-82.892715,010-162373,550,APARTMENT_4PLUS,auditor_parcel,,1972,3,1,69200.00,1109.96,35000,10/15/2019,Y,Exact
"3567 WINCHESTER BEND DR, Columbus, OH, 43232",3567,WINCHESTER BEND DR,,Columbus,OH,43232,39.9010384,-82.8916873,530-308948,553,APARTMENT,auditor_parcel,,2011,1,1,76700.00,1165.36,0,12/02/2022,Y,Exact
"3035 ARGONNE CT, Columbus, OH, 43232",3035,ARGONNE CT,,Columbus,OH,43232,39.9166377,-82.8491882,010-204928,510,SINGLE_FAMILY,auditor_parcel,Y,1988,3,2,186900.00,2496.2,0,05/02/2013,Y,Exact
"5480 BRADBURY LN, Columbus, OH, 43232",5480,BRADBURY LN,,Columbus,OH,43232,39.9502383,-82.8500555,010-127252,510,SINGLE_FAMILY,auditor_parcel,,1966,4,2,278900.00,4381.12,108000,10/27/1993,Y,Exact
"2670 GLENBRIAR ST, Columbus, OH, 43232",2670,GLENBRIAR ST,,Columbus,OH,43232,39.9242555,-82.8481326,010-159991,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,158300.00,2539.32,0,02/16/2018,Y,Exact
"3065 FALCON BRIDGE DR, Columbus, OH, 43232",3065,FALCON BRIDGE DR,,Columbus,OH,43232,39.9160304,-82.8480094,010-204899,510,SINGLE_FAMILY,auditor_parcel,,1987,3,1,169800.00,2667.62,87500,05/20/2003,Y,Exact
"3841 BAY VILLAGE ST, Columbus, OH, 43232",3841,BAY VILLAGE ST,,Columbus,OH,43232,39.9160095,-82.8957611,530-272726,510,SINGLE_FAMILY,auditor_parcel,,2008,3,2,171900.00,2551.34,89000,05/07/2015,Y,Exact
"2489 NASSAU DR, Columbus, OH, 43232",2489,NASSAU DR,,Columbus,OH,43232,39.9218987,-82.8936566,010-155616,552,APARTMENT,auditor_parcel,,1972,2,1,65800.00,1055.42,14000,08/04/2015,Y,Exact
"1380 KNOLLWOOD DR E, Columbus, OH, 43232",1380,KNOLLWOOD DR E,,Columbus,OH,43232,39.9491561,-82.846576,010-140536,510,SINGLE_FAMILY,auditor_parcel,,1968,4,2,266500.00,4186.36,205000,08/13/2020,Y,Exact
"2476 NASSAU DR, Columbus, OH, 43232",2476,NASSAU DR,,Columbus,OH,43232,39.9222367,-82.8934527,010-155625,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,75000.00,1178.08,41000,05/16/2002,Y,Exact
"2461 BURGANDY LN, Columbus, OH, 43232",2461,BURGANDY LN,,Columbus,OH,43232,39.9225897,-82.8930651,010-163759,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,75000.00,1178.08,0,07/21/2015,Y,Exact
"2524 NASSAU DR, Columbus, OH, 43232",2524,NASSAU DR,,Columbus,OH,43232,39.9212944,-82.892377,010-162363,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,75000.00,1202.98,115000,01/31/2025,Y,Exact
"3783 IDES CT, Columbus, OH, 43232",3783,IDES CT,,Columbus,OH,43232,39.9259287,-82.8919929,010-182241,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,158700.00,2493.06,150000,10/20/2020,Y,Exact
"2278 TEMPEST DR, Columbus, OH, 43232",2278,TEMPEST DR,,Columbus,OH,43232,39.9265553,-82.8926204,010-172956,510,SINGLE_FAMILY,auditor_parcel,,1978,3,1,153100.00,2405.1,0,10/20/2004,Y,Exact
"5394 BLEAKER AVE, Columbus, OH, 43232",5394,BLEAKER AVE,,Columbus,OH,43232,39.9185745,-82.8456749,010-169480,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,160200.00,2570.04,0,10/05/2010,Y,Exact
"1821 BAIRSFORD DR, Columbus, OH, 43232",1821,BAIRSFORD DR,,Columbus,OH,43232,39.940609,-82.8459078,010-148349,520,TWO_FAMILY,auditor_parcel,,1971,6,4,268000.00,4298.68,143000,09/20/1995,Y,Exact
"3633 WINCHESTER BEND DR, Columbus, OH, 43232",3633,WINCHESTER BEND DR,,Columbus,OH,43232,39.9016637,-82.8899717,530-308966,553,APARTMENT,auditor_parcel,,2011,2,2,101400.00,1540.36,0,12/02/2022,Y,Exact
"2106 GAYLORD PL, Columbus, OH, 43232",2106,GAYLORD PL,,Columbus,OH,43232,39.9283272,-82.9075459,010-138400,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,133900.00,2103.5,0,05/06/1983,Y,Exact
"2114 KINGSHAVEN PL, Columbus, OH, 43232",2114,KINGSHAVEN PL,,Columbus,OH,43232,39.9283061,-82.9065081,010-138422,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,133200.00,2136.5,0,05/18/2009,Y,Exact
"2791 MAYWOOD RD, Columbus, OH, 43232",2791,MAYWOOD RD,,Columbus,OH,43232,39.9201116,-82.8594517,530-148322,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,156400.00,2375.84,178500,07/10/2023,Y,Exact
"4925 REFUGEE RD, Columbus, OH, 43232",4925,REFUGEE RD,,Columbus,OH,43232,39.921413,-82.85938,530-139719,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,199500.00,3030.8,137000,11/07/2023,Y,Exact
"4954 LABELLE DR, Columbus, OH, 43232",4954,LABELLE DR,,Columbus,OH,43232,39.9259308,-82.8596458,010-133012,510,SINGLE_FAMILY,auditor_parcel,,1965,5,2,198600.00,3120,0,10/17/2024,Y,Exact
"4949 KEELSON DR, Columbus, OH, 43232",4949,KEELSON DR,,Columbus,OH,43232,39.9263813,-82.8595447,010-133029,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,170500.00,2678.4,117000,07/02/2019,Y,Exact
"4960 COMSTOCK DR, Columbus, OH, 43232",4960,COMSTOCK DR,,Columbus,OH,43232,39.9277693,-82.8599156,010-132917,510,SINGLE_FAMILY,auditor_parcel,,1965,3,3,196400.00,3085.46,70000,11/02/1999,Y,Exact
"4970 BOTSFORD DR, Columbus, OH, 43232",4970,BOTSFORD DR,,Columbus,OH,43232,39.9288263,-82.8598712,010-132890,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,172100.00,2703.54,86500,05/31/2005,Y,Exact
"4988 CARBONDALE DR, Columbus, OH, 43232",4988,CARBONDALE DR,,Columbus,OH,43232,39.925467,-82.8587235,010-135925,510,SINGLE_FAMILY,auditor_parcel,,1966,5,1,195800.00,3076.04,235000,06/13/2024,Y,Exact
"3333 YOZURI DR, Columbus, OH, 43232",3333,YOZURI DR,,Columbus,OH,43232,39.9103612,-82.8431926,010-264898,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,254600.00,3999.66,150500,01/11/2018,Y,Exact
"3327 YOZURI DR, Columbus, OH, 43232",3327,YOZURI DR,,Columbus,OH,43232,39.9105203,-82.8431826,010-264897,510,SINGLE_FAMILY,auditor_parcel,,2004,4,2,300700.00,4723.58,49500,12/09/2015,Y,Exact
"2849 BARROWS RD, Columbus, OH, 43232",2849,BARROWS RD,,Columbus,OH,43232,39.9208761,-82.8433103,010-222142,510,SINGLE_FAMILY,auditor_parcel,,1993,3,2,186400.00,2928.38,95900,09/20/1999,Y,Exact
"5771 CORINNE CREEK DR, Columbus, OH, 43232",5771,CORINNE CREEK DR,,Columbus,OH,43232,39.9472281,-82.8440519,010-183183,551,APARTMENT,auditor_parcel,,1972,2,1,81700.00,1310.68,0,11/03/2008,Y,Exact
"3281 KENASTON DR, Columbus, OH, 43232",3281,KENASTON DR,,Columbus,OH,43232,39.9245691,-82.9051528,010-149523,510,SINGLE_FAMILY,auditor_parcel,,1970,4,2,157900.00,2480.48,68000,01/06/2020,Y,Exact
"3057 STONEBLUFF DR, Columbus, OH, 43232",3057,STONEBLUFF DR,,Columbus,OH,43232,39.9110388,-82.9032951,530-229909,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,211700.00,3142,115400,10/02/1996,Y,Exact
"2276 MERIDIAN CT, Columbus, OH, 43232",2276,MERIDIAN CT,,Columbus,OH,43232,39.9251368,-82.9037156,010-149560,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,165300.00,2596.72,134900,06/16/2020,Y,Exact
"3180 GALLANT DR, Columbus, OH, 43232",3180,GALLANT DR,,Columbus,OH,43232,39.9152041,-82.8413949,010-259232,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,256500.00,4029.26,0,08/04/2017,Y,Exact
"3114 REMINGTON RIDGE RD, Columbus, OH, 43232",3114,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9096586,-82.9023531,530-229953,510,SINGLE_FAMILY,auditor_parcel,,1995,4,2,235400.00,3493.52,130000,03/30/2004,Y,Exact
"2963 REMINGTON RIDGE RD, Columbus, OH, 43232",2963,REMINGTON RIDGE RD,,Columbus,OH,43232,39.913198,-82.902067,530-238490,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,208500.00,3094.5,129150,12/02/1997,Y,Exact
"1797 WOODCREST RD, Columbus, OH, 43232",1797,WOODCREST RD,,Columbus,OH,43232,39.940372,-82.8564716,010-127529,510,SINGLE_FAMILY,auditor_parcel,,1961,3,2,204600.00,3213.82,0,10/06/2016,Y,Exact
"1887 ORLANDO RD, Columbus, OH, 43232",1887,ORLANDO RD,,Columbus,OH,43232,39.9386585,-82.8557388,010-127641,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,152000.00,2387.58,74900,04/04/1996,Y,Exact
"2107 WALNUT HILL PARK DR, Columbus, OH, 43232",2107,WALNUT HILL PARK DR,,Columbus,OH,43232,39.9353831,-82.8420141,010-144739,510,SINGLE_FAMILY,auditor_parcel,,1968,3,2,224900.00,3532.92,164000,11/03/2017,Y,Exact
"5786 MOUZON DR, Columbus, OH, 43232",5786,MOUZON DR,,Columbus,OH,43232,39.9094205,-82.8404862,530-282583,510,SINGLE_FAMILY,auditor_parcel,,2018,3,2,310300.00,4605.3,192065,02/22/2019,Y,Exact
"1647 HALLWORTH CT, Columbus, OH, 43232",1647,HALLWORTH CT,,Columbus,OH,43232,39.9454078,-82.8403835,010-183114,550,APARTMENT_4PLUS,auditor_parcel,,1972,3,2,103900.00,1632.26,76000,02/13/2019,Y,Exact
"1639 HALLWORTH CT, Columbus, OH, 43232",1639,HALLWORTH CT,,Columbus,OH,43232,39.9456632,-82.8403669,010-183098,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,81700.00,1283.54,87000,10/06/2020,Y,Exact
"2374 CLARKSTON LN, Columbus, OH, 43232",2374,CLARKSTON LN,,Columbus,OH,43232,39.9239189,-82.8994228,010-149960,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,159400.00,2557.2,0,07/25/2019,Y,Exact
"1463 NOE-BIXBY RD, Columbus, OH, 43232",1463,NOE-BIXBY RD,,Columbus,OH,43232,39.9476592,-82.8532668,010-134770,510,SINGLE_FAMILY,auditor_parcel,,1967,5,2,315000.00,4948.4,127000,06/27/2011,Y,Exact
"5308 IVYHURST DR, Columbus, OH, 43232",5308,IVYHURST DR,,Columbus,OH,43232,39.94141,-82.8527358,010-127462,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,158000.00,2481.82,123000,04/06/2018,Y,Exact
"3052 LEGION LN, Columbus, OH, 43232",3052,LEGION LN,,Columbus,OH,43232,39.9182517,-82.8394795,010-253511,510,SINGLE_FAMILY,auditor_parcel,,2003,3,2,242900.00,3815.64,165985,04/02/2003,Y,Exact
"2868 BLUE MOON DR, Columbus, OH, 43232",2868,BLUE MOON DR,,Columbus,OH,43232,39.921633,-82.8394226,010-233622,510,SINGLE_FAMILY,auditor_parcel,,1997,4,2,259500.00,4076.42,190000,05/10/2019,Y,Exact
"1661 MCNAUGHTEN RD, Columbus, OH, 43232",1661,MCNAUGHTEN RD,,Columbus,OH,43232,39.9450914,-82.8396972,010-183134,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,81700.00,1283.54,65000,09/04/2020,Y,Exact
"5882 ABERNATHY LN, Columbus, OH, 43232",5882,ABERNATHY LN,,Columbus,OH,43232,39.9147752,-82.8385641,530-274032,550,APARTMENT_4PLUS,auditor_parcel,,2004,3,2,165800.00,2460.58,85000,07/19/2018,Y,Exact
"5944 SARANAC DR, Columbus, OH, 43232",5944,SARANAC DR,,Columbus,OH,43232,39.9417181,-82.836217,010-139352,520,TWO_FAMILY,auditor_parcel,,1970,6,2,243200.00,3860.5,340000,08/16/2023,Y,Exact
"5996 RADEKIN RD, Columbus, OH, 43232",5996,RADEKIN RD,,Columbus,OH,43232,39.9442308,-82.8353953,550-155992,510,SINGLE_FAMILY,auditor_parcel,,1950,2,1,120200.00,1759.22,0,04/01/2019,Y,Exact
"3684 WYNDS DR, Columbus, OH, 43232",3684,WYNDS DR,,Columbus,OH,43232,39.9262241,-82.8947722,010-172976,510,SINGLE_FAMILY,auditor_parcel,,1979,4,1,100000.00,1604.44,0,05/31/2011,Y,Exact
"2447 BURGANDY LN, Columbus, OH, 43232",2447,BURGANDY LN,,Columbus,OH,43232,39.9228015,-82.8932242,010-163755,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,74700.00,1173.6,30000,09/27/2024,Y,Exact
"2297 WYNDS CT, Columbus, OH, 43232",2297,WYNDS CT,,Columbus,OH,43232,39.9262991,-82.8936994,010-172968,510,SINGLE_FAMILY,auditor_parcel,,1977,4,2,161000.00,2528.96,144000,12/12/2019,Y,Exact
"2277 TEMPEST DR, Columbus, OH, 43232",2277,TEMPEST DR,,Columbus,OH,43232,39.9265589,-82.8931874,010-172959,510,SINGLE_FAMILY,auditor_parcel,,1987,3,1,144500.00,2270,57900,07/29/1993,Y,Exact
"5600 DASHSHUND CT, Columbus, OH, 43232",5600,DASHSHUND CT,,Columbus,OH,43232,39.9121751,-82.8494824,010-239739,510,SINGLE_FAMILY,auditor_parcel,,1998,3,2,228900.00,3595.76,239000,03/21/2023,Y,Exact
"3132 RETRIEVER RD, Columbus, OH, 43232",3132,RETRIEVER RD,,Columbus,OH,43232,39.9132501,-82.8498479,010-239748,510,SINGLE_FAMILY,auditor_parcel,,1998,3,2,254700.00,4001,136300,11/02/1998,Y,Exact
"5294 LINDORA DR, Columbus, OH, 43232",5294,LINDORA DR,,Columbus,OH,43232,39.922888,-82.8491263,010-160041,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,185200.00,2971.04,49900,06/08/2012,Y,Exact
"1896 WOODETTE RD, Columbus, OH, 43232",1896,WOODETTE RD,,Columbus,OH,43232,39.9388095,-82.8493239,010-127431,510,SINGLE_FAMILY,auditor_parcel,,1962,4,2,150800.00,2369.2,67000,03/03/2014,Y,Exact
"3549 WINCHESTER BEND DR, Columbus, OH, 43232",3549,WINCHESTER BEND DR,,Columbus,OH,43232,39.9012162,-82.8912575,530-308942,553,APARTMENT,auditor_parcel,,2011,1,1,76700.00,1165.36,0,12/02/2022,Y,Exact
"4824 WARMINSTER DR, Columbus, OH, 43232",4824,WARMINSTER DR,,Columbus,OH,43232,39.9192879,-82.863929,530-139764,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,164400.00,2439.82,0,08/07/2006,Y,Exact
"4840 BROMSGROVE CT, Columbus, OH, 43232",4840,BROMSGROVE CT,,Columbus,OH,43232,39.9200458,-82.8629953,530-139743,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,185900.00,2759.1,82500,07/23/2013,Y,Exact
"1550 IDLEWILD DR, Columbus, OH, 43232",1550,IDLEWILD DR,,Columbus,OH,43232,39.9453347,-82.8321083,550-156031,510,SINGLE_FAMILY,auditor_parcel,Y,1991,3,1,206600.00,2546.34,0,08/03/2020,Y,Exact
"2843 FALCON BRIDGE DR, Columbus, OH, 43232",2843,FALCON BRIDGE DR,,Columbus,OH,43232,39.9207842,-82.8475826,010-169331,510,SINGLE_FAMILY,auditor_parcel,,1976,4,2,165000.00,2646.56,31000,10/15/2015,Y,Exact
"1451 KNOLLWOOD DR, Columbus, OH, 43232",1451,KNOLLWOOD DR,,Columbus,OH,43232,39.9476587,-82.8473772,010-140550,510,SINGLE_FAMILY,auditor_parcel,Y,1967,3,2,228500.00,3149.64,0,09/15/2020,Y,Non_Exact
"2429 DAILY RD, Columbus, OH, 43232",2429,DAILY RD,,Columbus,OH,43232,39.9274045,-82.8624739,010-132875,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,190900.00,3062.24,259000,09/09/2024,Y,Exact
"4903 WARMINSTER DR, Columbus, OH, 43232",4903,WARMINSTER DR,,Columbus,OH,43232,39.9186845,-82.8619863,530-139783,510,SINGLE_FAMILY,auditor_parcel,,1969,4,2,205500.00,3121.94,0,09/26/2017,Y,Exact
"4883 CRYODON BLVD N, Columbus, OH, 43232",4883,CRYODON BLVD N,,Columbus,OH,43232,39.9206667,-82.861059,530-139822,510,SINGLE_FAMILY,auditor_parcel,,1965,3,2,175100.00,2598.82,0,08/11/2021,Y,Exact
"5356 CHAUMONTE AVE, Columbus, OH, 43232",5356,CHAUMONTE AVE,,Columbus,OH,43232,39.9177999,-82.8464205,010-217400,510,SINGLE_FAMILY,auditor_parcel,,1991,3,1,190200.00,3051.24,0,11/13/2015,Y,Exact
"1952 RIVERDALE RD, Columbus, OH, 43232",1952,RIVERDALE RD,,Columbus,OH,43232,39.936508,-82.8578782,010-127386,510,SINGLE_FAMILY,auditor_parcel,,1960,4,1,159500.00,2505.64,0,11/22/2024,Y,Exact
"1840 WOODCREST RD, Columbus, OH, 43232",1840,WOODCREST RD,,Columbus,OH,43232,39.9391036,-82.8574066,010-127556,510,SINGLE_FAMILY,auditor_parcel,Y,1961,3,1,206400.00,2802.72,178500,04/24/2025,Y,Exact
"5534 WORCESTER DR, Columbus, OH, 43232",5534,WORCESTER DR,,Columbus,OH,43232,39.9358409,-82.8455828,010-144791,520,TWO_FAMILY,auditor_parcel,,1970,6,2,238900.00,3792.48,255000,07/16/2021,Y,Non_Exact
"1945 BIRKDALE DR, Columbus, OH, 43232",1945,BIRKDALE DR,,Columbus,OH,43232,39.9382306,-82.8455123,010-139404,510,SINGLE_FAMILY,auditor_parcel,,1965,3,2,196100.00,3080.52,114750,07/02/2013,Y,Exact
"2812 WINSFORD CT, Columbus, OH, 43232",2812,WINSFORD CT,,Columbus,OH,43232,39.9199687,-82.8567841,530-139901,510,SINGLE_FAMILY,auditor_parcel,,1965,3,2,185000.00,2745.96,105000,06/29/2018,Y,Exact
"2671 MAYBURY RD, Columbus, OH, 43232",2671,MAYBURY RD,,Columbus,OH,43232,39.9236252,-82.8541288,010-136195,510,SINGLE_FAMILY,auditor_parcel,,1963,4,2,225500.00,3617.22,250000,07/01/2025,Y,Exact
"3152 CROSSGATE RD, Columbus, OH, 43232",3152,CROSSGATE RD,,Columbus,OH,43232,39.9146733,-82.8448329,010-259290,510,SINGLE_FAMILY,auditor_parcel,Y,2003,3,2,193600.00,2601.64,0,01/14/2011,Y,Exact
"3014 FOX CHAPLE DR, Columbus, OH, 43232",3014,FOX CHAPLE DR,,Columbus,OH,43232,39.9176479,-82.8443077,010-217410,510,SINGLE_FAMILY,auditor_parcel,,1991,3,1,188500.00,2961.14,117000,11/08/2017,Y,Exact
"2957 FOX CHAPLE DR, Columbus, OH, 43232",2957,FOX CHAPLE DR,,Columbus,OH,43232,39.9188433,-82.8448063,010-169459,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,153400.00,2410.04,76500,01/02/2007,Y,Exact
"2759 RAPHAEL DR, Columbus, OH, 43232",2759,RAPHAEL DR,,Columbus,OH,43232,39.9226424,-82.8449832,010-226798,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,173800.00,2730.46,79900,06/26/2015,Y,Exact
"2580 MAYBURY RD, Columbus, OH, 43232",2580,MAYBURY RD,,Columbus,OH,43232,39.9255931,-82.8533472,010-136168,510,SINGLE_FAMILY,auditor_parcel,,1967,4,2,222300.00,3492.06,119000,10/20/2003,Y,Exact
"5691 TEMPLAR ST, Columbus, OH, 43232",5691,TEMPLAR ST,,Columbus,OH,43232,39.9137609,-82.8432874,010-259322,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,262800.00,4128.46,162000,08/22/2018,Y,Exact
"2930 FOX CHAPLE DR, Columbus, OH, 43232",2930,FOX CHAPLE DR,,Columbus,OH,43232,39.9194664,-82.8439109,010-169494,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,180300.00,2832.32,101999,08/01/2003,Y,Exact
"3155 GALLANT DR, Columbus, OH, 43232",3155,GALLANT DR,,Columbus,OH,43232,39.9157137,-82.8418301,010-259256,510,SINGLE_FAMILY,auditor_parcel,,2004,3,2,218800.00,3509.52,0,03/08/2019,Y,Exact
"5170 REFUGEE RD, Columbus, OH, 43232",5170,REFUGEE RD,,Columbus,OH,43232,39.9214676,-82.8522602,010-144244,510,SINGLE_FAMILY,auditor_parcel,,1969,4,2,201900.00,3238.68,0,05/02/2003,Y,Exact
"2780 BROWNFIELD RD, Columbus, OH, 43232",2780,BROWNFIELD RD,,Columbus,OH,43232,39.9214722,-82.8516149,010-144252,510,SINGLE_FAMILY,auditor_parcel,,1977,3,1,155300.00,2439.64,63900,12/09/1994,Y,Exact
