tier,address,number,street,unit,city,state,zip,latitude,longitude,residential_proof,existence_proof,parcel_id,land_use_type,distance_m
A_parcel_address_match_and_census,"2780 STAVELY CT, Columbus, OH, 43232",2780,STAVELY CT,,Columbus,OH,43232,39.9200551,-82.8608704,auditor parcel 530-139862 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139862,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4992 KEELSON DR, Columbus, OH, 43232",4992,KEELSON DR,,Columbus,OH,43232,39.9273387,-82.8588972,auditor parcel 010-132985 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132985,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1345 MANOR DR, Columbus, OH, 43232",1345,MANOR DR,,Columbus,OH,43232,39.9498467,-82.8337103,auditor parcel 550-156195 (SINGLE_FAMILY),auditor parcel + census geocoder,550-156195,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3465 WESTPOINT DR, Columbus, OH, 43232",3465,WESTPOINT DR,,Columbus,OH,43232,39.9187026,-82.9041037,auditor parcel 010-172696 (TWO_FAMILY),auditor parcel + census geocoder,010-172696,TWO_FAMILY,
A_parcel_address_match_and_census,"2355 CARLFORD ST, Columbus, OH, 43232",2355,CARLFORD ST,,Columbus,OH,43232,39.9238294,-82.9031019,auditor parcel 010-154806 (SINGLE_FAMILY),auditor parcel + census geocoder,010-154806,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3383 PETZINGER RD, Columbus, OH, 43232",3383,PETZINGER RD,,Columbus,OH,43232,39.9281127,-82.9028949,auditor parcel 010-149488 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149488,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5050 CARBONDALE DR, Columbus, OH, 43232",5050,CARBONDALE DR,,Columbus,OH,43232,39.9262399,-82.8573297,auditor parcel 010-135932 (SINGLE_FAMILY),auditor parcel + census geocoder,010-135932,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1918 RIVERDALE RD, Columbus, OH, 43232",1918,RIVERDALE RD,,Columbus,OH,43232,39.9376716,-82.8570925,auditor parcel 010-127624 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127624,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3042 STONEBLUFF DR, Columbus, OH, 43232",3042,STONEBLUFF DR,,Columbus,OH,43232,39.9114271,-82.9027563,auditor parcel 530-229920 (SINGLE_FAMILY),auditor parcel + census geocoder,530-229920,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3642 WESSON DR, Columbus, OH, 43232",3642,WESSON DR,,Columbus,OH,43232,39.9139671,-82.9011339,auditor parcel 530-241077 (SINGLE_FAMILY),auditor parcel + census geocoder,530-241077,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5127 BOTSFORD DR, Columbus, OH, 43232",5127,BOTSFORD DR,,Columbus,OH,43232,39.9291599,-82.8558043,auditor parcel 010-135992 (SINGLE_FAMILY),auditor parcel + census geocoder,010-135992,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5168 MAPLERIDGE DR, Columbus, OH, 43232",5168,MAPLERIDGE DR,,Columbus,OH,43232,39.9368583,-82.8555299,auditor parcel 010-127681 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127681,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1883 ORLANDO RD, Columbus, OH, 43232",1883,ORLANDO RD,,Columbus,OH,43232,39.9387578,-82.8555753,auditor parcel 010-127642 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127642,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3661 ROXMORE CT, Columbus, OH, 43232",3661,ROXMORE CT,,Columbus,OH,43232,39.9114954,-82.900617,auditor parcel 530-246825 (SINGLE_FAMILY),auditor parcel + census geocoder,530-246825,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5236 BAGLEY RD, Columbus, OH, 43232",5236,BAGLEY RD,,Columbus,OH,43232,39.9432125,-82.8549347,auditor parcel 010-130980 (SINGLE_FAMILY),auditor parcel + census geocoder,010-130980,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1675 WOODCREST RD, Columbus, OH, 43232",1675,WOODCREST RD,,Columbus,OH,43232,39.9430697,-82.8540388,auditor parcel 010-130975 (SINGLE_FAMILY),auditor parcel + census geocoder,010-130975,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3805 BAY VILLAGE ST, Columbus, OH, 43232",3805,BAY VILLAGE ST,,Columbus,OH,43232,39.9160447,-82.8965522,auditor parcel 530-272720 (SINGLE_FAMILY),auditor parcel + census geocoder,530-272720,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1539 DEVONHURST DR, Columbus, OH, 43232",1539,DEVONHURST DR,,Columbus,OH,43232,39.9460202,-82.8523882,auditor parcel 010-127160 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127160,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1408 NOE-BIXBY RD, Columbus, OH, 43232",1408,NOE-BIXBY RD,,Columbus,OH,43232,39.9486671,-82.8522055,auditor parcel 010-127275 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127275,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3073 REYNARD RD, Columbus, OH, 43232",3073,REYNARD RD,,Columbus,OH,43232,39.914756,-82.851774,auditor parcel 010-161381 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161381,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5218 LINDORA DR, Columbus, OH, 43232",5218,LINDORA DR,,Columbus,OH,43232,39.9231942,-82.8513812,auditor parcel 010-144276 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144276,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5348 IVYHURST DR, Columbus, OH, 43232",5348,IVYHURST DR,,Columbus,OH,43232,39.9413448,-82.8515871,auditor parcel 010-127457 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127457,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3808 CHARBONNETT CT, Columbus, OH, 43232",3808,CHARBONNETT CT,,Columbus,OH,43232,39.9217142,-82.89497,auditor parcel 010-161529 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-161529,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"3734 PETZINGER RD, Columbus, OH, 43232",3734,PETZINGER RD,,Columbus,OH,43232,39.9272397,-82.8935509,auditor parcel 010-182202 (TWO_FAMILY),auditor parcel + census geocoder,010-182202,TWO_FAMILY,
A_parcel_address_match_and_census,"2611 BROWNFIELD RD, Columbus, OH, 43232",2611,BROWNFIELD RD,,Columbus,OH,43232,39.9251834,-82.8508136,auditor parcel 010-144287 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144287,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5337 MAPLERIDGE DR, Columbus, OH, 43232",5337,MAPLERIDGE DR,,Columbus,OH,43232,39.9372953,-82.8507891,auditor parcel 010-127420 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127420,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5469 YORK LN N, Columbus, OH, 43232",5469,YORK LN N,,Columbus,OH,43232,39.9506623,-82.8505534,auditor parcel 010-127261 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127261,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5483 BRADBURY LN, Columbus, OH, 43232",5483,BRADBURY LN,,Columbus,OH,43232,39.9496539,-82.8499705,auditor parcel 010-127217 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127217,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2534 NASSAU DR, Columbus, OH, 43232",2534,NASSAU DR,,Columbus,OH,43232,39.9211531,-82.8925044,auditor parcel 010-162360 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-162360,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"2444 BURGANDY LN, Columbus, OH, 43232",2444,BURGANDY LN,,Columbus,OH,43232,39.9230028,-82.8927117,auditor parcel 010-163792 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-163792,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"3501 WINCHESTER BEND DR, Columbus, OH, 43232",3501,WINCHESTER BEND DR,,Columbus,OH,43232,39.9017743,-82.8915958,auditor parcel 530-308925 (APARTMENT),auditor parcel + census geocoder,530-308925,APARTMENT,
A_parcel_address_match_and_census,"2647 GLENBRIAR ST, Columbus, OH, 43232",2647,GLENBRIAR ST,,Columbus,OH,43232,39.9247645,-82.8485937,auditor parcel 010-160014 (SINGLE_FAMILY),auditor parcel + census geocoder,010-160014,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5340 CARBONDALE DR, Columbus, OH, 43232",5340,CARBONDALE DR,,Columbus,OH,43232,39.9262165,-82.8486759,auditor parcel 010-160063 (SINGLE_FAMILY),auditor parcel + census geocoder,010-160063,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1832 WOODETTE RD, Columbus, OH, 43232",1832,WOODETTE RD,,Columbus,OH,43232,39.9402282,-82.8485964,auditor parcel 010-127440 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127440,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2709 MELLOWBROOK ST, Columbus, OH, 43232",2709,MELLOWBROOK ST,,Columbus,OH,43232,39.923755,-82.8464928,auditor parcel 010-162726 (SINGLE_FAMILY),auditor parcel + census geocoder,010-162726,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5416 CARBONDALE DR, Columbus, OH, 43232",5416,CARBONDALE DR,,Columbus,OH,43232,39.9253043,-82.8464931,auditor parcel 010-162648 (SINGLE_FAMILY),auditor parcel + census geocoder,010-162648,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1961 BAIRSFORD DR, Columbus, OH, 43232",1961,BAIRSFORD DR,,Columbus,OH,43232,39.9379685,-82.847144,auditor parcel 010-148333 (TWO_FAMILY),auditor parcel + census geocoder,010-148333,TWO_FAMILY,
A_parcel_address_match_and_census,"1865 BAIRSFORD DR, Columbus, OH, 43232",1865,BAIRSFORD DR,,Columbus,OH,43232,39.9400011,-82.8462407,auditor parcel 010-148343 (TWO_FAMILY),auditor parcel + census geocoder,010-148343,TWO_FAMILY,
A_parcel_address_match_and_census,"1815 BAIRSFORD DR, Columbus, OH, 43232",1815,BAIRSFORD DR,,Columbus,OH,43232,39.9405219,-82.8458133,auditor parcel 010-148350 (TWO_FAMILY),auditor parcel + census geocoder,010-148350,TWO_FAMILY,
A_parcel_address_match_and_census,"3295 KADY LN, Columbus, OH, 43232",3295,KADY LN,,Columbus,OH,43232,39.9104363,-82.8442869,auditor parcel 010-264934 (SINGLE_FAMILY),auditor parcel + census geocoder,010-264934,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3302 KADY LN, Columbus, OH, 43232",3302,KADY LN,,Columbus,OH,43232,39.9102786,-82.8437443,auditor parcel 010-264918 (SINGLE_FAMILY),auditor parcel + census geocoder,010-264918,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3020 PERINTON PL, Columbus, OH, 43232",3020,PERINTON PL,,Columbus,OH,43232,39.917802,-82.8432431,auditor parcel 010-197497 (SINGLE_FAMILY),auditor parcel + census geocoder,010-197497,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2735 BEAL DR, Columbus, OH, 43232",2735,BEAL DR,,Columbus,OH,43232,39.9233582,-82.8439983,auditor parcel 010-224574 (SINGLE_FAMILY),auditor parcel + census geocoder,010-224574,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3288 YOZURI DR, Columbus, OH, 43232",3288,YOZURI DR,,Columbus,OH,43232,39.9114263,-82.8426067,auditor parcel 010-264865 (SINGLE_FAMILY),auditor parcel + census geocoder,010-264865,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2972 QUINBY DR, Columbus, OH, 43232",2972,QUINBY DR,,Columbus,OH,43232,39.918833,-82.8427027,auditor parcel 010-197465 (SINGLE_FAMILY),auditor parcel + census geocoder,010-197465,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2070 PRESTWICK DR, Columbus, OH, 43232",2070,PRESTWICK DR,,Columbus,OH,43232,39.9359608,-82.8425625,auditor parcel 010-144748 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144748,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2886 LAKE PARK DR, Columbus, OH, 43232",2886,LAKE PARK DR,,Columbus,OH,43232,39.912155,-82.9146415,auditor parcel 530-148842 (SINGLE_FAMILY),auditor parcel + census geocoder,530-148842,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3113 WINCHESTER CT, Columbus, OH, 43232",3113,WINCHESTER CT,,Columbus,OH,43232,39.9139555,-82.9131906,auditor parcel 530-148780 (SINGLE_FAMILY),auditor parcel + census geocoder,530-148780,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2967 EASTHAVEN DR S, Columbus, OH, 43232",2967,EASTHAVEN DR S,,Columbus,OH,43232,39.9249842,-82.9136211,auditor parcel 010-138310 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138310,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4756 COLVIN RD, Columbus, OH, 43232",4756,COLVIN RD,,Columbus,OH,43232,39.9292231,-82.8691014,auditor parcel 010-118815 (SINGLE_FAMILY),auditor parcel + census geocoder,010-118815,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1855 WALNUT HILL PARK DR, Columbus, OH, 43232",1855,WALNUT HILL PARK DR,,Columbus,OH,43232,39.9406704,-82.8410629,auditor parcel 010-139472 (SINGLE_FAMILY),auditor parcel + census geocoder,010-139472,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2972 BLUE MOON DR, Columbus, OH, 43232",2972,BLUE MOON DR,,Columbus,OH,43232,39.9198603,-82.8396737,auditor parcel 010-233609 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233609,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5584 BIRKDALE CT, Columbus, OH, 43232",5584,BIRKDALE CT,,Columbus,OH,43232,39.938853,-82.8448271,auditor parcel 010-139440 (SINGLE_FAMILY),auditor parcel + census geocoder,010-139440,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5782 LUCINDA CT, Columbus, OH, 43232",5782,LUCINDA CT,,Columbus,OH,43232,39.9469307,-82.8434548,auditor parcel 010-183202 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183202,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"3156 GALLANT DR, Columbus, OH, 43232",3156,GALLANT DR,,Columbus,OH,43232,39.9157652,-82.8413893,auditor parcel 010-259236 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259236,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3004 QUINBY DR, Columbus, OH, 43232",3004,QUINBY DR,,Columbus,OH,43232,39.9182282,-82.8420509,auditor parcel 010-197470 (SINGLE_FAMILY),auditor parcel + census geocoder,010-197470,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5796 MOUZON DR, Columbus, OH, 43232",5796,MOUZON DR,,Columbus,OH,43232,39.9094468,-82.8400941,auditor parcel 530-282585 (SINGLE_FAMILY),auditor parcel + census geocoder,530-282585,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2965 EASTHAVEN CT N, Columbus, OH, 43232",2965,EASTHAVEN CT N,,Columbus,OH,43232,39.9287973,-82.914154,auditor parcel 010-137295 (SINGLE_FAMILY),auditor parcel + census geocoder,010-137295,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2983 EASTHAVEN DR S, Columbus, OH, 43232",2983,EASTHAVEN DR S,,Columbus,OH,43232,39.9249473,-82.9131846,auditor parcel 010-138312 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138312,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5904 HALLWORTH AVE B, Columbus, OH, 43232",5904,HALLWORTH AVE,B,Columbus,OH,43232,39.9461574,-82.8403266,auditor parcel 010-183292 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183292,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"5819 GLASTON PL, Columbus, OH, 43232",5819,GLASTON PL,,Columbus,OH,43232,39.949363,-82.8409794,auditor parcel 010-144173 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144173,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5844 RIVERTON CT W, Columbus, OH, 43232",5844,RIVERTON CT W,,Columbus,OH,43232,39.9504295,-82.8404824,auditor parcel 010-144198 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144198,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2901 FENWOOD DR, Columbus, OH, 43232",2901,FENWOOD DR,,Columbus,OH,43232,39.9210588,-82.839127,auditor parcel 010-233626 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233626,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1595 MCNAUGHTEN RD, Columbus, OH, 43232",1595,MCNAUGHTEN RD,,Columbus,OH,43232,39.9465577,-82.8395546,auditor parcel 010-183039 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183039,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"3012 EASTHAVEN DR S, Columbus, OH, 43232",3012,EASTHAVEN DR S,,Columbus,OH,43232,39.9252401,-82.9123306,auditor parcel 010-138224 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138224,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2963 BLUE TOP DR, Columbus, OH, 43232",2963,BLUE TOP DR,,Columbus,OH,43232,39.9198948,-82.8381801,auditor parcel 010-231959 (SINGLE_FAMILY),auditor parcel + census geocoder,010-231959,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2069 EASTHAVEN DR, Columbus, OH, 43232",2069,EASTHAVEN DR,,Columbus,OH,43232,39.9291829,-82.9116004,auditor parcel 010-137309 (SINGLE_FAMILY),auditor parcel + census geocoder,010-137309,SINGLE_FAMILY,
A_parcel_address_match_and_census,"6060 LEAFRIDGE LN, Columbus, OH, 43232",6060,LEAFRIDGE LN,,Columbus,OH,43232,39.9207869,-82.8363304,auditor parcel 010-231898 (SINGLE_FAMILY),auditor parcel + census geocoder,010-231898,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4837 WARMINSTER DR, Columbus, OH, 43232",4837,WARMINSTER DR,,Columbus,OH,43232,39.9187806,-82.8637516,auditor parcel 530-139776 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139776,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2244 GLENBROOK DR, Columbus, OH, 43232",2244,GLENBROOK DR,,Columbus,OH,43232,39.9259182,-82.9057901,auditor parcel 010-255368 (SINGLE_FAMILY),auditor parcel + census geocoder,010-255368,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3282 MERIDIAN RD, Columbus, OH, 43232",3282,MERIDIAN RD,,Columbus,OH,43232,39.926408,-82.9052455,auditor parcel 010-149512 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149512,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3303 BALFORD SQ S, Columbus, OH, 43232",3303,BALFORD SQ S,,Columbus,OH,43232,39.9267742,-82.9049374,auditor parcel 010-149451 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149451,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2395 WEYBURN RD, Columbus, OH, 43232",2395,WEYBURN RD,,Columbus,OH,43232,39.9231474,-82.9042424,auditor parcel 010-149989 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149989,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4870 KRESGE DR, Columbus, OH, 43232",4870,KRESGE DR,,Columbus,OH,43232,39.9238092,-82.8612785,auditor parcel 010-133149 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133149,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4909 KEELSON DR, Columbus, OH, 43232",4909,KEELSON DR,,Columbus,OH,43232,39.9257903,-82.8606969,auditor parcel 010-133023 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133023,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4921 DOWNING DR, Columbus, OH, 43232",4921,DOWNING DR,,Columbus,OH,43232,39.922392,-82.8597166,auditor parcel 010-133232 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133232,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2291 NEW VILLAGE RD, Columbus, OH, 43232",2291,NEW VILLAGE RD,,Columbus,OH,43232,39.9250053,-82.9028448,auditor parcel 010-149536 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149536,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5044 BRINWOOD PL, Columbus, OH, 43232",5044,BRINWOOD PL,,Columbus,OH,43232,39.9400639,-82.8593908,auditor parcel 010-127496 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127496,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1929 WOODCREST RD, Columbus, OH, 43232",1929,WOODCREST RD,,Columbus,OH,43232,39.9373011,-82.8588666,auditor parcel 010-127378 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127378,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5083 CHINGFORD RD, Columbus, OH, 43232",5083,CHINGFORD RD,,Columbus,OH,43232,39.9184964,-82.8570832,auditor parcel 530-139805 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139805,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5030 KEELSON DR, Columbus, OH, 43232",5030,KEELSON DR,,Columbus,OH,43232,39.9278135,-82.8580117,auditor parcel 010-132990 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132990,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2389 CLARKSTON LN, Columbus, OH, 43232",2389,CLARKSTON LN,,Columbus,OH,43232,39.9234092,-82.8999654,auditor parcel 010-149964 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149964,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3088 NOELLE CT, Columbus, OH, 43232",3088,NOELLE CT,,Columbus,OH,43232,39.9091228,-82.8992237,auditor parcel 530-244855 (SINGLE_FAMILY),auditor parcel + census geocoder,530-244855,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2821 FLEET RD, Columbus, OH, 43232",2821,FLEET RD,,Columbus,OH,43232,39.9199207,-82.8563453,auditor parcel 530-139908 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139908,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5017 REFUGEE RD, Columbus, OH, 43232",5017,REFUGEE RD,,Columbus,OH,43232,39.9212341,-82.8568263,auditor parcel 530-123471 (SINGLE_FAMILY),auditor parcel + census geocoder,530-123471,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1923 ALSACE RD, Columbus, OH, 43232",1923,ALSACE RD,,Columbus,OH,43232,39.937812,-82.8542617,auditor parcel 010-127659 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127659,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2475 BURGANDY LN, Columbus, OH, 43232",2475,BURGANDY LN,,Columbus,OH,43232,39.9222138,-82.8930202,auditor parcel 010-163769 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-163769,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"2506 NASSAU DR, Columbus, OH, 43232",2506,NASSAU DR,,Columbus,OH,43232,39.9217226,-82.8929675,auditor parcel 010-162375 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-162375,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"2892 WHITLOW RD, Columbus, OH, 43232",2892,WHITLOW RD,,Columbus,OH,43232,39.9185931,-82.8514257,auditor parcel 010-161495 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161495,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5216 LINDORA DR, Columbus, OH, 43232",5216,LINDORA DR,,Columbus,OH,43232,39.9231491,-82.851766,auditor parcel 010-136313 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136313,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1823 LONSDALE RD, Columbus, OH, 43232",1823,LONSDALE RD,,Columbus,OH,43232,39.9402546,-82.8517028,auditor parcel 010-127833 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127833,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2525 BROWNFIELD RD, Columbus, OH, 43232",2525,BROWNFIELD RD,,Columbus,OH,43232,39.9268775,-82.8507223,auditor parcel 010-144298 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144298,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2538 NASSAU DR, Columbus, OH, 43232",2538,NASSAU DR,,Columbus,OH,43232,39.9210953,-82.8925539,auditor parcel 010-162359 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-162359,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"2519 BURGANDY LN, Columbus, OH, 43232",2519,BURGANDY LN,,Columbus,OH,43232,39.9216163,-82.8919183,auditor parcel 010-164925 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-164925,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"1938 WOODETTE RD, Columbus, OH, 43232",1938,WOODETTE RD,,Columbus,OH,43232,39.9378132,-82.8502033,auditor parcel 010-127424 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127424,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1477 LONSDALE RD, Columbus, OH, 43232",1477,LONSDALE RD,,Columbus,OH,43232,39.9475787,-82.8508232,auditor parcel 010-127202 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127202,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3643 WINCHESTER BEND DR, Columbus, OH, 43232",3643,WINCHESTER BEND DR,,Columbus,OH,43232,39.9019996,-82.8898008,auditor parcel 530-308969 (APARTMENT),auditor parcel + census geocoder,530-308969,APARTMENT,
A_parcel_address_match_and_census,"3880 PETZINGER RD, Columbus, OH, 43232",3880,PETZINGER RD,,Columbus,OH,43232,39.9256433,-82.8903226,auditor parcel 010-182218 (TWO_FAMILY),auditor parcel + census geocoder,010-182218,TWO_FAMILY,
A_parcel_address_match_and_census,"5352 CARBONDALE DR, Columbus, OH, 43232",5352,CARBONDALE DR,,Columbus,OH,43232,39.9262315,-82.8482445,auditor parcel 010-160065 (SINGLE_FAMILY),auditor parcel + census geocoder,010-160065,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3109 FALCON BRIDGE DR, Columbus, OH, 43232",3109,FALCON BRIDGE DR,,Columbus,OH,43232,39.9152112,-82.8473416,auditor parcel 010-204893 (SINGLE_FAMILY),auditor parcel + census geocoder,010-204893,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3047 FALCON BRIDGE DR, Columbus, OH, 43232",3047,FALCON BRIDGE DR,,Columbus,OH,43232,39.916451,-82.8479603,auditor parcel 010-204902 (SINGLE_FAMILY),auditor parcel + census geocoder,010-204902,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2701 MELLOWBROOK ST, Columbus, OH, 43232",2701,MELLOWBROOK ST,,Columbus,OH,43232,39.923927,-82.8464928,auditor parcel 010-162725 (SINGLE_FAMILY),auditor parcel + census geocoder,010-162725,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5399 MENDON CT, Columbus, OH, 43232",5399,MENDON CT,,Columbus,OH,43232,39.916543,-82.8450882,auditor parcel 010-217368 (SINGLE_FAMILY),auditor parcel + census geocoder,010-217368,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5660 EARNINGS DR, Columbus, OH, 43232",5660,EARNINGS DR,,Columbus,OH,43232,39.9130025,-82.8442471,auditor parcel 010-254359 (SINGLE_FAMILY),auditor parcel + census geocoder,010-254359,SINGLE_FAMILY,
