address,number,street,unit,city,state,zip,latitude,longitude,final_classification,existence_source,residential_source,census_matched_address
"1987 FOUNTAINVIEW CT, Columbus, OH, 43232",1987,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9393571,-82.8357142,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1961 FOUNTAINVIEW CT, Columbus, OH, 43232",1961,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9399232,-82.835535,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5900 CHATFORD DR E, Columbus, OH, 43232",5900,CHATFORD DR,E,Columbus,OH,43232,39.9342373,-82.8346459,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1950 FOUNTAINVIEW CT A, Columbus, OH, 43232",1950,FOUNTAINVIEW CT,A,Columbus,OH,43232,39.9395083,-82.833945,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"2023 BAIRSFORD DR 2C, Columbus, OH, 43232",2023,BAIRSFORD DR,2C,Columbus,OH,43232,39.9365146,-82.8469758,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1853 BAIRSFORD DR, Columbus, OH, 43232",1853,BAIRSFORD DR,,Columbus,OH,43232,39.9404035,-82.8459394,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"3264 PETZINGER RD, Columbus, OH, 43232",3264,PETZINGER RD,,Columbus,OH,43232,39.9293297,-82.9058224,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"5670 SARANAC DR, Columbus, OH, 43232",5670,SARANAC DR,,Columbus,OH,43232,39.9416203,-82.8429221,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5704 SARANAC DR, Columbus, OH, 43232",5704,SARANAC DR,,Columbus,OH,43232,39.9413032,-82.8424498,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"3696 MATHENA WAY, Columbus, OH, 43232",3696,MATHENA WAY,,Columbus,OH,43232,39.9124555,-82.8992215,RESIDENTIAL,census_geocoder,auditor_street (15/15 dwelling),Exact
"2666 MAYBURY RD, Columbus, OH, 43232",2666,MAYBURY RD,,Columbus,OH,43232,39.9236689,-82.8535967,RESIDENTIAL,census_geocoder,auditor_street (43/44 dwelling),Exact
"876 LITTLE BROOK WAY, Columbus, OH, 43232",876,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"762 LITTLE BROOK WAY, Columbus, OH, 43232",762,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"2974 FENWOOD DR, Columbus, OH, 43232",2974,FENWOOD DR,,Columbus,OH,43232,39.9197755,-82.8386251,RESIDENTIAL,census_geocoder,auditor_street (32/32 dwelling),Exact
"1713 LONSDALE RD, Columbus, OH, 43232",1713,LONSDALE RD,,Columbus,OH,43232,39.9426119,-82.8504182,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"1870 MISTY WAY, Columbus, OH, 43232",1870,MISTY WAY,,Columbus,OH,43232,39.9432127,-82.838051,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"2495 COURTRIGHT RD, Columbus, OH, 43232",2495,COURTRIGHT RD,,Columbus,OH,43232,39.9217689,-82.8976406,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3744 WESTPOINT DR, Columbus, OH, 43232",3744,WESTPOINT DR,,Columbus,OH,43232,39.9187746,-82.8956622,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3760 WESTPOINT DR UNIT 6, Columbus, OH, 43232",3760,WESTPOINT DR,UNIT 6,Columbus,OH,43232,39.9189923,-82.8951755,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"5858 CHATFORD DR C, Columbus, OH, 43232",5858,CHATFORD DR,C,Columbus,OH,43232,39.9341265,-82.8364455,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5880 CHATFORD DR B, Columbus, OH, 43232",5880,CHATFORD DR,B,Columbus,OH,43232,39.9341403,-82.8356549,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1915 FOUNTAINVIEW CT, Columbus, OH, 43232",1915,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401615,-82.8347444,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5873 MORRISSEY ST, Columbus, OH, 43232",5873,MORRISSEY ST,,Columbus,OH,43232,39.9137684,-82.8388347,RESIDENTIAL,census_geocoder,auditor_street (22/22 dwelling),Exact
"3535 PETZINGER RD, Columbus, OH, 43232",3535,PETZINGER RD,,Columbus,OH,43232,39.9267348,-82.8995133,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"3718 WESTPOINT DR UNIT 1, Columbus, OH, 43232",3718,WESTPOINT DR,UNIT 1,Columbus,OH,43232,39.9187614,-82.8964064,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2616 COURTRIGHT RD, Columbus, OH, 43232",2616,COURTRIGHT RD,,Columbus,OH,43232,39.9199766,-82.8962448,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2697 NATALIA DR, Columbus, OH, 43232",2697,NATALIA DR,,Columbus,OH,43232,39.9182357,-82.8885418,RESIDENTIAL,census_geocoder,auditor_street (20/20 dwelling),Exact
"2925 THORNELL WAY, Columbus, OH, 43232",2925,THORNELL WAY,,Columbus,OH,43232,39.919055,-82.8478047,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"1977 BAIRSFORD DR, Columbus, OH, 43232",1977,BAIRSFORD DR,,Columbus,OH,43232,39.9376499,-82.8468067,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2077 BAIRSFORD DR, Columbus, OH, 43232",2077,BAIRSFORD DR,,Columbus,OH,43232,39.9354951,-82.8460351,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1813 BAIRSFORD DR 1D, Columbus, OH, 43232",1813,BAIRSFORD DR,1D,Columbus,OH,43232,39.9408438,-82.8455914,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5696 SARANAC DR, Columbus, OH, 43232",5696,SARANAC DR,,Columbus,OH,43232,39.9414347,-82.8425681,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"724 LITTLE BROOK WAY, Columbus, OH, 43232",724,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"754 LITTLE BROOK WAY, Columbus, OH, 43232",754,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5888 CHATFORD DR C, Columbus, OH, 43232",5888,CHATFORD DR,C,Columbus,OH,43232,39.934078,-82.8352614,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5900 CHATFORD DR, Columbus, OH, 43232",5900,CHATFORD DR,,Columbus,OH,43232,39.9341445,-82.8346013,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1956 FOUNTAINVIEW CT, Columbus, OH, 43232",1956,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9393676,-82.8339739,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"2227 GARNET PL, Columbus, OH, 43232",2227,GARNET PL,,Columbus,OH,43232,39.9259829,-82.9075143,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"2581 COURTRIGHT RD, Columbus, OH, 43232",2581,COURTRIGHT RD,,Columbus,OH,43232,39.9208204,-82.896765,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1743 LONSDALE RD B, Columbus, OH, 43232",1743,LONSDALE RD,B,Columbus,OH,43232,39.942019,-82.8508185,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"2023 BAIRSFORD DR 1H, Columbus, OH, 43232",2023,BAIRSFORD DR,1H,Columbus,OH,43232,39.9366897,-82.8467513,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1991 BAIRSFORD DR, Columbus, OH, 43232",1991,BAIRSFORD DR,,Columbus,OH,43232,39.937251,-82.8468566,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5527 CHATFORD DR, Columbus, OH, 43232",5527,CHATFORD DR,,Columbus,OH,43232,39.935092,-82.8456389,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"2081 WORCESTER DR, Columbus, OH, 43232",2081,WORCESTER DR,,Columbus,OH,43232,39.9354227,-82.8444249,RESIDENTIAL,census_geocoder,auditor_street (24/25 dwelling),Non_Exact
"1811 BAIRSFORD DR 2C, Columbus, OH, 43232",1811,BAIRSFORD DR,2C,Columbus,OH,43232,39.9410985,-82.845138,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5690 SARANAC DR, Columbus, OH, 43232",5690,SARANAC DR,,Columbus,OH,43232,39.9414899,-82.8424364,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1726 SUNAPPLE WAY, Columbus, OH, 43232",1726,SUNAPPLE WAY,,Columbus,OH,43232,39.9453208,-82.8429261,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1732 SUNAPPLE WAY, Columbus, OH, 43232",1732,SUNAPPLE WAY,,Columbus,OH,43232,39.9452359,-82.8428686,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5911 LITTLE BROOK WAY, Columbus, OH, 43232",5911,LITTLE BROOK WAY,,Columbus,OH,43232,39.9443278,-82.8420415,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"830 LITTLE BROOK WAY, Columbus, OH, 43232",830,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5866 CHATFORD DR, Columbus, OH, 43232",5866,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5864 CHATFORD DR C, Columbus, OH, 43232",5864,CHATFORD DR,C,Columbus,OH,43232,39.9341938,-82.836157,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1988 FOUNTAINVIEW CT H, Columbus, OH, 43232",1988,FOUNTAINVIEW CT,H,Columbus,OH,43232,39.9391143,-82.8350501,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1970 FOUNTAINVIEW CT, Columbus, OH, 43232",1970,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9392735,-82.8342302,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1966 FOUNTAINVIEW CT, Columbus, OH, 43232",1966,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9392737,-82.8341589,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1932 FOUNTAINVIEW CT, Columbus, OH, 43232",1932,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401306,-82.834031,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"3568 DELPORT WAY, Columbus, OH, 43232",3568,DELPORT WAY,,Columbus,OH,43232,39.9092387,-82.8998482,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"3550 DELPORT WAY, Columbus, OH, 43232",3550,DELPORT WAY,,Columbus,OH,43232,39.9093382,-82.9004726,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"3521 PETZINGER RD, Columbus, OH, 43232",3521,PETZINGER RD,,Columbus,OH,43232,39.9268929,-82.899791,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"3730 WESTPOINT DR UNIT 6, Columbus, OH, 43232",3730,WESTPOINT DR,UNIT 6,Columbus,OH,43232,39.9187941,-82.8959317,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1759 LONSDALE RD D, Columbus, OH, 43232",1759,LONSDALE RD,D,Columbus,OH,43232,39.941627,-82.8508701,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1744 LONSDALE RD UNIT B, Columbus, OH, 43232",1744,LONSDALE RD,UNIT B,Columbus,OH,43232,39.9419941,-82.850183,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"5299 CARBONDALE DR CATV, Columbus, OH, 43232",5299,CARBONDALE DR,CATV,Columbus,OH,43232,39.9257127,-82.8497274,RESIDENTIAL,census_geocoder,auditor_street (127/131 dwelling),Non_Exact
"1590 LONSDALE RD, Columbus, OH, 43232",1590,LONSDALE RD,,Columbus,OH,43232,39.945208,-82.8493108,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2023 BAIRSFORD DR 1E, Columbus, OH, 43232",2023,BAIRSFORD DR,1E,Columbus,OH,43232,39.9366568,-82.8469109,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"2911 HEATH CT, Columbus, OH, 43232",2911,HEATH CT,,Columbus,OH,43232,39.9269127,-82.915571,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"2869 BARROWS RD, Columbus, OH, 43232",2869,BARROWS RD,,Columbus,OH,43232,39.9189462,-82.8434199,RESIDENTIAL,census_geocoder,auditor_street (37/40 dwelling),Exact
"5727 MOUZON DR, Columbus, OH, 43232",5727,MOUZON DR,,Columbus,OH,43232,39.9085426,-82.842323,RESIDENTIAL,census_geocoder,auditor_street (47/53 dwelling),Exact
"5887 LITTLE BROOK WAY, Columbus, OH, 43232",5887,LITTLE BROOK WAY,,Columbus,OH,43232,39.9452142,-82.8421675,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"2234 WADSWORTH DR, Columbus, OH, 43232",2234,WADSWORTH DR,,Columbus,OH,43232,39.9255676,-82.9099596,RESIDENTIAL,census_geocoder,auditor_street (31/35 dwelling),Exact
"5804 CHATFORD DR B, Columbus, OH, 43232",5804,CHATFORD DR,B,Columbus,OH,43232,39.9338863,-82.8379549,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5816 CHATFORD DR B, Columbus, OH, 43232",5816,CHATFORD DR,B,Columbus,OH,43232,39.9340687,-82.8376681,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1866 MISTY WAY, Columbus, OH, 43232",1866,MISTY WAY,,Columbus,OH,43232,39.9433334,-82.8381586,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"2113 COURTRIGHT RD, Columbus, OH, 43232",2113,COURTRIGHT RD,,Columbus,OH,43232,39.9291954,-82.8987666,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3744 WESTPOINT DR UNIT 2, Columbus, OH, 43232",3744,WESTPOINT DR,UNIT 2,Columbus,OH,43232,39.9187887,-82.8956139,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"5724 SARANAC DR, Columbus, OH, 43232",5724,SARANAC DR,,Columbus,OH,43232,39.9413743,-82.8416263,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"826 LITTLE BROOK WAY, Columbus, OH, 43232",826,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5804 CHATFORD DR C, Columbus, OH, 43232",5804,CHATFORD DR,C,Columbus,OH,43232,39.9338614,-82.837916,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5846 CHATFORD DR C, Columbus, OH, 43232",5846,CHATFORD DR,C,Columbus,OH,43232,39.9341784,-82.8367796,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5858 CHATFORD DR B, Columbus, OH, 43232",5858,CHATFORD DR,B,Columbus,OH,43232,39.9341713,-82.8364395,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1988 FOUNTAINVIEW CT, Columbus, OH, 43232",1988,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9391813,-82.8351846,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"3670 LARKWELL WAY, Columbus, OH, 43232",3670,LARKWELL WAY,,Columbus,OH,43232,39.910176,-82.9003242,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"2984 BRIAR RIDGE RD, Columbus, OH, 43232",2984,BRIAR RIDGE RD,,Columbus,OH,43232,39.9125439,-82.9006765,RESIDENTIAL,census_geocoder,auditor_street (41/41 dwelling),Exact
"2023 BAIRSFORD DR 2I, Columbus, OH, 43232",2023,BAIRSFORD DR,2I,Columbus,OH,43232,39.9365853,-82.8466121,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5424 MONFORT AVE, Columbus, OH, 43232",5424,MONFORT AVE,,Columbus,OH,43232,39.9230112,-82.8457538,RESIDENTIAL,census_geocoder,auditor_street (3/3 dwelling),Exact
"1780 BAIRSFORD DR, Columbus, OH, 43232",1780,BAIRSFORD DR,,Columbus,OH,43232,39.9418708,-82.8436116,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5674 SARANAC DR, Columbus, OH, 43232",5674,SARANAC DR,,Columbus,OH,43232,39.9416877,-82.8424089,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1746 SUNAPPLE WAY, Columbus, OH, 43232",1746,SUNAPPLE WAY,,Columbus,OH,43232,39.9448183,-82.8429593,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"852 LITTLE BROOK WAY, Columbus, OH, 43232",852,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5912 CHATFORD DR, Columbus, OH, 43232",5912,CHATFORD DR,,Columbus,OH,43232,39.9340187,-82.8344153,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1886 FOUNTAINVIEW CT, Columbus, OH, 43232",1886,FOUNTAINVIEW CT,,Columbus,OH,43232,39.940797,-82.8342625,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"2243 GARNET PL, Columbus, OH, 43232",2243,GARNET PL,,Columbus,OH,43232,39.9256508,-82.9074945,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"2231 GARNET PL, Columbus, OH, 43232",2231,GARNET PL,,Columbus,OH,43232,39.9257991,-82.9074811,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"3551 DELPORT WAY, Columbus, OH, 43232",3551,DELPORT WAY,,Columbus,OH,43232,39.9089617,-82.9005845,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"2478 COURTRIGHT RD, Columbus, OH, 43232",2478,COURTRIGHT RD,,Columbus,OH,43232,39.9221935,-82.8973871,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5236 HACKET DR, Columbus, OH, 43232",5236,HACKET DR,,Columbus,OH,43232,39.9280425,-82.8522151,RESIDENTIAL,census_geocoder,auditor_street (26/26 dwelling),Exact
"3770 WESTPOINT DR UNIT 3, Columbus, OH, 43232",3770,WESTPOINT DR,UNIT 3,Columbus,OH,43232,39.9190651,-82.8949851,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1971 BAIRSFORD DR, Columbus, OH, 43232",1971,BAIRSFORD DR,,Columbus,OH,43232,39.937924,-82.8469027,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5535 CHATFORD DR, Columbus, OH, 43232",5535,CHATFORD DR,,Columbus,OH,43232,39.9348843,-82.8453082,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5840 CHATFORD DR H, Columbus, OH, 43232",5840,CHATFORD DR,H,Columbus,OH,43232,39.9342326,-82.8368456,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5840 CHATFORD DR D, Columbus, OH, 43232",5840,CHATFORD DR,D,Columbus,OH,43232,39.9342339,-82.8368921,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5892 CHATFORD DR B, Columbus, OH, 43232",5892,CHATFORD DR,B,Columbus,OH,43232,39.9340813,-82.83506,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5916 CHATFORD DR C, Columbus, OH, 43232",5916,CHATFORD DR,C,Columbus,OH,43232,39.9338114,-82.8343551,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5904 CHATFORD DR C, Columbus, OH, 43232",5904,CHATFORD DR,C,Columbus,OH,43232,39.9342243,-82.8345185,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1891 FOUNTAINVIEW CT, Columbus, OH, 43232",1891,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9404544,-82.835049,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1950 FOUNTAINVIEW CT C, Columbus, OH, 43232",1950,FOUNTAINVIEW CT,C,Columbus,OH,43232,39.9394998,-82.8337854,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1946 FOUNTAINVIEW CT F, Columbus, OH, 43232",1946,FOUNTAINVIEW CT,F,Columbus,OH,43232,39.9396933,-82.8337766,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3505 PETZINGER RD, Columbus, OH, 43232",3505,PETZINGER RD,,Columbus,OH,43232,39.9271621,-82.8996347,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"2140 COURTRIGHT RD, Columbus, OH, 43232",2140,COURTRIGHT RD,,Columbus,OH,43232,39.9287885,-82.8979318,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1743 LONSDALE RD D, Columbus, OH, 43232",1743,LONSDALE RD,D,Columbus,OH,43232,39.9419859,-82.8507084,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1570 LONSDALE RD, Columbus, OH, 43232",1570,LONSDALE RD,,Columbus,OH,43232,39.9456927,-82.8492609,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"5650 OAKMONT DR, Columbus, OH, 43232",5650,OAKMONT DR,,Columbus,OH,43232,39.9380878,-82.8427263,RESIDENTIAL,census_geocoder,auditor_street (28/30 dwelling),Exact
"1744 SUNAPPLE WAY, Columbus, OH, 43232",1744,SUNAPPLE WAY,,Columbus,OH,43232,39.9448535,-82.8431271,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5923 LITTLE BROOK WAY, Columbus, OH, 43232",5923,LITTLE BROOK WAY,,Columbus,OH,43232,39.9446396,-82.8410779,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"742 LITTLE BROOK WAY, Columbus, OH, 43232",742,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5784 SARANAC DR, Columbus, OH, 43232",5784,SARANAC DR,,Columbus,OH,43232,39.9415278,-82.8397975,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1810 MISTY WAY, Columbus, OH, 43232",1810,MISTY WAY,,Columbus,OH,43232,39.9437763,-82.8385162,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5822 CHATFORD DR A, Columbus, OH, 43232",5822,CHATFORD DR,A,Columbus,OH,43232,39.9341691,-82.8374914,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5938 ABERNATHY LN, Columbus, OH, 43232",5938,ABERNATHY LN,,Columbus,OH,43232,39.9147785,-82.8369823,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"5844 CHATFORD DR, Columbus, OH, 43232",5844,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5916 CHATFORD DR I, Columbus, OH, 43232",5916,CHATFORD DR,I,Columbus,OH,43232,39.9337641,-82.8344493,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1899 FOUNTAINVIEW CT, Columbus, OH, 43232",1899,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9403449,-82.8349272,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1962 FOUNTAINVIEW CT, Columbus, OH, 43232",1962,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9393727,-82.8340987,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1944 FOUNTAINVIEW CT E, Columbus, OH, 43232",1944,FOUNTAINVIEW CT,E,Columbus,OH,43232,39.9399177,-82.833855,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3493 WESTPOINT DR, Columbus, OH, 43232",3493,WESTPOINT DR,,Columbus,OH,43232,39.9185757,-82.9031065,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1890 NOE-BIXBY RD, Columbus, OH, 43232",1890,NOE-BIXBY RD,,Columbus,OH,43232,39.9378718,-82.861823,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3760 WESTPOINT DR UNIT 2, Columbus, OH, 43232",3760,WESTPOINT DR,UNIT 2,Columbus,OH,43232,39.9189465,-82.8951524,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1586 LONSDALE RD, Columbus, OH, 43232",1586,LONSDALE RD,,Columbus,OH,43232,39.945295,-82.8493002,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"3484 WINCHESTER BEND DR, Columbus, OH, 43232",3484,WINCHESTER BEND DR,,Columbus,OH,43232,39.9020612,-82.890914,RESIDENTIAL,census_geocoder,auditor_street (88/89 dwelling),Exact
"3446 WINCHESTER BEND DR, Columbus, OH, 43232",3446,WINCHESTER BEND DR,,Columbus,OH,43232,39.9026282,-82.8907346,RESIDENTIAL,census_geocoder,auditor_street (88/89 dwelling),Exact
"1957 BAIRSFORD DR, Columbus, OH, 43232",1957,BAIRSFORD DR,,Columbus,OH,43232,39.9380796,-82.8471188,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5551 CHATFORD DR H, Columbus, OH, 43232",5551,CHATFORD DR,H,Columbus,OH,43232,39.9343335,-82.8454539,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3744 WESTPOINT DR UNIT 6, Columbus, OH, 43232",3744,WESTPOINT DR,UNIT 6,Columbus,OH,43232,39.9188345,-82.895637,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2023 BAIRSFORD DR 1B, Columbus, OH, 43232",2023,BAIRSFORD DR,1B,Columbus,OH,43232,39.9366306,-82.8470693,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1959 BAIRSFORD DR, Columbus, OH, 43232",1959,BAIRSFORD DR,,Columbus,OH,43232,39.9380772,-82.8471371,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
